Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Duration,Total_Stops,Price
Air Asia,2019-06-04,Kolkata,Banglore,CCU → BLR,10:20,155,non-stop,3807
SpiceJet,2019-06-04,Kolkata,Banglore,CCU → BLR,09:00,145,non-stop,3873
Jet Airways,2019-06-04,Banglore,Delhi,BLR → DEL,07:10,180,non-stop,4544
Jet Airways,2019-06-04,Banglore,Delhi,BLR → DEL,19:50,180,non-stop,7229
Air India,2019-06-04,Delhi,Cochin,DEL → MAA → COK,20:40,765,1 stop,5117
IndiGo,2019-06-04,Kolkata,Banglore,CCU → BLR,21:25,160,non-stop,4174
Air Asia,2019-06-04,Kolkata,Banglore,CCU → BLR,22:50,150,non-stop,3807
SpiceJet,2019-06-04,Kolkata,Banglore,CCU → BLR,09:00,145,non-stop,3841
IndiGo,2019-06-04,Banglore,Delhi,BLR → DEL,23:30,170,non-stop,4591
Vistara,2019-06-04,Banglore,Delhi,BLR → DEL,09:45,170,non-stop,5613
IndiGo,2019-06-04,Banglore,Delhi,BLR → DEL,06:05,165,non-stop,4423
IndiGo,2019-06-04,Delhi,Cochin,DEL → MAA → COK,02:00,325,1 stop,5046
Jet Airways,2019-06-04,Banglore,Delhi,BLR → DEL,15:15,175,non-stop,5198
GoAir,2019-06-04,Delhi,Cochin,DEL → AMD → COK,07:25,370,1 stop,4201
SpiceJet,2019-06-04,Kolkata,Banglore,CCU → BLR,06:55,155,non-stop,3841
Air Asia,2019-06-04,Banglore,Delhi,BLR → DEL,23:55,170,non-stop,3383
Air India,2019-06-04,Banglore,Delhi,BLR → DEL,06:10,165,non-stop,5176
Jet Airways,2019-06-04,Delhi,Cochin,DEL → BOM → COK,11:30,1505,1 stop,5177
Jet Airways,2019-06-04,Banglore,Delhi,BLR → DEL,06:00,165,non-stop,4544
GoAir,2019-06-04,Delhi,Cochin,DEL → BOM → COK,10:35,540,1 stop,5135
Air Asia,2019-06-04,Banglore,Delhi,BLR → DEL,11:10,165,non-stop,3383
SpiceJet,2019-06-04,Banglore,Delhi,BLR → DEL,09:30,170,non-stop,4319
IndiGo,2019-06-04,Banglore,Delhi,BLR → DEL,04:00,170,non-stop,4423
Jet Airways,2019-06-04,Banglore,Delhi,BLR → DEL,06:00,165,non-stop,7229
SpiceJet,2019-06-04,Kolkata,Banglore,CCU → BLR,14:55,150,non-stop,3873
Jet Airways,2019-06-04,Banglore,Delhi,BLR → DEL,11:10,175,non-stop,7229
IndiGo,2019-06-04,Kolkata,Banglore,CCU → BLR,11:30,155,non-stop,4174
SpiceJet,2019-06-04,Kolkata,Banglore,CCU → BLR,17:10,150,non-stop,3873
Jet Airways,2019-06-04,Delhi,Cochin,DEL → BOM → COK,14:00,300,1 stop,5177
IndiGo,2019-06-04,Delhi,Cochin,DEL → HYD → COK,06:50,320,1 stop,5298
SpiceJet,2019-06-04,Kolkata,Banglore,CCU → BLR,17:10,150,non-stop,3841
SpiceJet,2019-06-04,Kolkata,Banglore,CCU → BLR,22:20,140,non-stop,3873
Jet Airways,2019-06-04,Banglore,Delhi,BLR → DEL,08:20,180,non-stop,7229
Jet Airways,2019-06-04,Delhi,Cochin,DEL → BOM → COK,02:15,1005,1 stop,5177
Air India,2019-06-04,Delhi,Cochin,DEL → MAA → COK,06:05,1640,1 stop,4487
IndiGo,2019-06-04,Kolkata,Banglore,CCU → BLR,20:20,155,non-stop,4174
Air India,2019-06-04,Banglore,Delhi,BLR → DEL,13:20,170,non-stop,5176
IndiGo,2019-06-04,Kolkata,Banglore,CCU → BLR,14:25,150,non-stop,4174
Jet Airways,2019-06-04,Delhi,Cochin,DEL → BOM → COK,11:30,450,1 stop,5177
Air India,2019-06-04,Delhi,Cochin,DEL → MAA → COK,17:20,965,1 stop,4697
Air Asia,2019-06-04,Kolkata,Banglore,CCU → BLR,19:55,150,non-stop,3807
IndiGo,2019-06-04,Kolkata,Banglore,CCU → MAA → BLR,06:15,255,1 stop,4226
SpiceJet,2019-06-04,Banglore,Delhi,BLR → DEL,21:10,175,non-stop,3971
IndiGo,2019-06-04,Banglore,Delhi,BLR → DEL,10:10,170,non-stop,4423
IndiGo,2019-06-04,Banglore,Delhi,BLR → DEL,10:30,170,non-stop,4423
Air India,2019-06-04,Banglore,Delhi,BLR → DEL,17:00,165,non-stop,4651
IndiGo,2019-06-04,Kolkata,Banglore,CCU → BLR,22:15,155,non-stop,4174
Jet Airways,2019-06-04,Banglore,Delhi,BLR → DEL,18:55,185,non-stop,4544
IndiGo,2019-06-04,Kolkata,Banglore,CCU → BLR,15:15,150,non-stop,4174
IndiGo,2019-06-04,Delhi,Cochin,DEL → BOM → COK,20:25,305,1 stop,5073
SpiceJet,2019-06-04,Banglore,Delhi,BLR → DEL,09:30,170,non-stop,4423
IndiGo,2019-06-04,Kolkata,Banglore,CCU → BLR,15:30,155,non-stop,4174
IndiGo,2019-06-04,Banglore,Delhi,BLR → DEL,22:10,170,non-stop,3943
IndiGo,2019-06-04,Banglore,Delhi,BLR → DEL,07:10,175,non-stop,4823
Vistara,2019-06-04,Banglore,Delhi,BLR → DEL,17:00,155,non-stop,5613
GoAir,2019-06-04,Banglore,Delhi,BLR → DEL,07:45,175,non-stop,4632
Jet Airways,2019-06-04,Banglore,Delhi,BLR → DEL,19:50,180,non-stop,4544
IndiGo,2019-06-04,Kolkata,Banglore,CCU → HYD → BLR,15:15,315,1 stop,4268
GoAir,2019-06-04,Banglore,Delhi,BLR → DEL,20:55,165,non-stop,3419
Air India,2019-06-04,Kolkata,Banglore,CCU → HYD → BLR,19:00,965,1 stop,4437
IndiGo,2019-06-04,Kolkata,Banglore,CCU → BLR,09:35,165,non-stop,4174
Jet Airways,2019-06-04,Delhi,Cochin,DEL → BOM → COK,07:05,715,1 stop,5406
Jet Airways,2019-06-04,Delhi,Cochin,DEL → BOM → COK,22:50,825,1 stop,5177
Jet Airways,2019-06-04,Banglore,Delhi,BLR → DEL,18:55,185,non-stop,7229
GoAir,2019-06-04,Delhi,Cochin,DEL → BOM → COK,07:00,355,1 stop,5135
IndiGo,2019-06-04,Delhi,Cochin,DEL → BOM → COK,10:35,300,1 stop,5073
Air India,2019-06-04,Delhi,Cochin,DEL → BLR → COK,17:40,320,1 stop,5232
Jet Airways,2019-06-04,Delhi,Cochin,DEL → BOM → COK,07:05,330,1 stop,5406
IndiGo,2019-06-04,Banglore,Delhi,BLR → DEL,18:55,175,non-stop,4823
IndiGo,2019-06-05,Mumbai,Hyderabad,BOM → HYD,19:05,90,non-stop,2754
Vistara,2019-06-05,Banglore,Delhi,BLR → DEL,09:45,170,non-stop,4668
IndiGo,2019-06-05,Chennai,Kolkata,MAA → CCU,07:55,140,non-stop,3850
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,1330,1 stop,13941
SpiceJet,2019-06-05,Mumbai,Hyderabad,BOM → HYD,05:45,90,non-stop,2017
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,09:35,690,1 stop,10703
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,08:25,685,1 stop,14781
Air Asia,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,07:35,955,1 stop,5192
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,08:25,590,1 stop,14781
Vistara,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,965,1 stop,8137
Multiple carriers,2019-06-05,Delhi,Cochin,DEL → BOM → COK,13:00,480,1 stop,13727
Vistara,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,07:10,700,1 stop,8610
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,425,1 stop,11841
Jet Airways,2019-06-05,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,1430,2 stops,15129
Vistara,2019-06-05,Banglore,Delhi,BLR → DEL,21:00,170,non-stop,4668
Air India,2019-06-05,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,1275,2 stops,11701
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,730,1 stop,8586
Air India,2019-06-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,590,2 stops,10151
Air India,2019-06-05,Kolkata,Banglore,CCU → HYD → BLR,19:00,580,1 stop,6117
Vistara,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,07:10,790,1 stop,8610
Air India,2019-06-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,1830,2 stops,10151
Jet Airways,2019-06-05,Banglore,Delhi,BLR → DEL,17:45,180,non-stop,4030
Air India,2019-06-05,Kolkata,Banglore,CCU → BBI → BLR,09:10,245,1 stop,8996
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,1010,1 stop,9663
Air India,2019-06-05,Kolkata,Banglore,CCU → GAU → BLR,09:50,675,1 stop,7452
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,665,1 stop,13584
Air India,2019-06-05,Kolkata,Banglore,CCU → DEL → COK → TRV → BLR,10:00,1470,3 stops,12797
Jet Airways,2019-06-05,Mumbai,Hyderabad,BOM → HYD,07:05,85,non-stop,4995
Air India,2019-06-05,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,1780,2 stops,11542
Jet Airways,2019-06-05,Banglore,Delhi,BLR → DEL,18:55,185,non-stop,7229
SpiceJet,2019-06-05,Kolkata,Banglore,CCU → BLR,17:10,150,non-stop,4491
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,1545,1 stop,8586
Air India,2019-06-05,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,805,2 stops,14120
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1075,1 stop,13067
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,345,1 stop,10844
Air India,2019-06-05,Kolkata,Banglore,CCU → DEL → VGA → BLR,10:00,1440,2 stops,14298
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,395,1 stop,10703
Jet Airways,2019-06-05,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,1615,2 stops,15129
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,08:25,590,1 stop,10844
Air India,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,17:30,925,1 stop,10203
Multiple carriers,2019-06-05,Delhi,Cochin,DEL → BOM → COK,10:20,520,1 stop,9794
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1295,1 stop,9314
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1540,1 stop,11467
IndiGo,2019-06-05,Mumbai,Hyderabad,BOM → HYD,12:00,90,non-stop,2754
SpiceJet,2019-06-05,Banglore,Delhi,BLR → DEL,09:30,170,non-stop,3971
IndiGo,2019-06-05,Kolkata,Banglore,CCU → BLR,11:30,155,non-stop,5224
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1325,1 stop,13067
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1005,1 stop,10953
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,08:25,475,1 stop,10844
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,705,1 stop,10844
Air India,2019-06-05,Kolkata,Banglore,CCU → BOM → COK → BLR,16:50,1335,2 stops,12434
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,08:25,740,1 stop,14388
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,395,1 stop,12121
SpiceJet,2019-06-05,Mumbai,Hyderabad,BOM → HYD,22:45,90,non-stop,2175
Jet Airways,2019-06-05,Banglore,Delhi,BLR → DEL,15:15,175,non-stop,3702
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,855,1 stop,9663
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,845,1 stop,14388
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,18:55,910,1 stop,7757
Air India,2019-06-05,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,955,2 stops,11458
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,09:35,690,1 stop,12121
Air India,2019-06-05,Kolkata,Banglore,CCU → BLR,14:15,150,non-stop,5510
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,1640,1 stop,9663
GoAir,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,23:30,495,1 stop,7451
Vistara,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,07:10,930,1 stop,8452
IndiGo,2019-06-05,Banglore,Delhi,BLR → DEL,07:10,175,non-stop,4823
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1630,1 stop,8066
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,09:35,575,1 stop,12384
Vistara,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,07:10,1555,1 stop,8137
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → GAU → BLR,10:20,435,1 stop,9358
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,1655,1 stop,8586
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,775,1 stop,13584
Air India,2019-06-05,Delhi,Cochin,DEL → COK,14:10,180,non-stop,6934
Jet Airways,2019-06-05,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,440,2 stops,21219
Multiple carriers,2019-06-05,Delhi,Cochin,DEL → BOM → COK,09:00,600,1 stop,10407
IndiGo,2019-06-05,Kolkata,Banglore,CCU → BBI → BLR,19:35,220,1 stop,4226
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,1430,1 stop,14388
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,1655,1 stop,13941
Air India,2019-06-05,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,920,2 stops,13873
Vistara,2019-06-05,Chennai,Kolkata,MAA → CCU,17:45,140,non-stop,11982
Air India,2019-06-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,1810,2 stops,11883
Air India,2019-06-05,Banglore,Delhi,BLR → DEL,13:20,170,non-stop,5228
Air India,2019-06-05,Banglore,Delhi,BLR → DEL,10:00,165,non-stop,5228
Air India,2019-06-05,Kolkata,Banglore,CCU → HYD → BLR,19:00,890,1 stop,6117
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1745,1 stop,11467
IndiGo,2019-06-05,Kolkata,Banglore,CCU → BBI → BLR,07:10,330,1 stop,4864
Air India,2019-06-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,1195,2 stops,10151
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,520,1 stop,14388
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,365,1 stop,14781
Air India,2019-06-05,Kolkata,Banglore,CCU → DEL → COK → BLR,07:00,1100,2 stops,14083
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,09:35,1450,1 stop,10953
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1500,1 stop,11467
Air India,2019-06-05,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,970,2 stops,13227
Jet Airways,2019-06-05,Mumbai,Hyderabad,BOM → HYD,19:35,90,non-stop,2228
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,08:25,475,1 stop,14781
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,1315,1 stop,14388
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1005,1 stop,8066
Vistara,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,07:10,975,1 stop,8085
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,18:55,800,1 stop,7757
GoAir,2019-06-05,Banglore,Delhi,BLR → DEL,11:40,170,non-stop,3398
IndiGo,2019-06-05,Kolkata,Banglore,CCU → BLR,17:15,155,non-stop,4804
Air India,2019-06-05,Kolkata,Banglore,CCU → BBI → HYD → BLR,09:10,1170,2 stops,6117
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,09:35,750,1 stop,10703
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1120,1 stop,13067
Jet Airways,2019-06-05,Delhi,Cochin,DEL → BOM → COK,22:50,825,1 stop,15554
SpiceJet,2019-06-05,Banglore,Delhi,BLR → DEL,05:55,160,non-stop,3311
IndiGo,2019-06-05,Delhi,Cochin,DEL → BOM → COK,18:35,415,1 stop,7191
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,09:35,840,1 stop,12121
Jet Airways,2019-06-05,Mumbai,Hyderabad,BOM → HYD,10:20,90,non-stop,4995
Air India,2019-06-05,Mumbai,Hyderabad,BOM → HYD,19:30,75,non-stop,3100
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,875,1 stop,9663
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,18:55,1285,1 stop,13584
Air India,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,20:30,745,1 stop,10203
Vistara,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1065,1 stop,8662
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,775,1 stop,7757
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,800,1 stop,8066
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,330,1 stop,14388
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,735,1 stop,9663
Jet Airways,2019-06-05,Banglore,Delhi,BLR → DEL,08:20,180,non-stop,7229
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,570,1 stop,15149
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,800,1 stop,9663
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1570,1 stop,13067
Multiple carriers,2019-06-05,Delhi,Cochin,DEL → BOM → COK,07:30,690,1 stop,10529
Air India,2019-06-05,Kolkata,Banglore,CCU → MAA → BLR,14:35,1485,1 stop,6528
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1500,1 stop,9314
Jet Airways,2019-06-05,Banglore,Delhi,BLR → DEL,06:00,165,non-stop,5198
IndiGo,2019-06-05,Banglore,Delhi,BLR → DEL,00:30,175,non-stop,4284
Air Asia,2019-06-05,Banglore,Delhi,BLR → DEL,23:55,170,non-stop,3383
IndiGo,2019-06-05,Banglore,Delhi,BLR → DEL,13:00,170,non-stop,3943
SpiceJet,2019-06-05,Banglore,Delhi,BLR → DEL,21:10,175,non-stop,3573
SpiceJet,2019-06-05,Kolkata,Banglore,CCU → BLR,06:55,155,non-stop,3841
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,1330,1 stop,8586
IndiGo,2019-06-05,Chennai,Kolkata,MAA → CCU,05:15,145,non-stop,3540
Air India,2019-06-05,Kolkata,Banglore,CCU → BLR,20:45,155,non-stop,4145
Vistara,2019-06-05,Banglore,Delhi,BLR → DEL,17:00,155,non-stop,4878
IndiGo,2019-06-05,Delhi,Cochin,DEL → HYD → COK,14:20,490,1 stop,7054
Air India,2019-06-05,Delhi,Cochin,DEL → MAA → COK,20:40,765,1 stop,7480
IndiGo,2019-06-05,Kolkata,Banglore,CCU → MAA → BLR,17:35,280,1 stop,5699
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,09:35,1450,1 stop,8066
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,09:35,505,1 stop,12384
IndiGo,2019-06-05,Kolkata,Banglore,CCU → BLR,21:25,160,non-stop,4804
IndiGo,2019-06-05,Banglore,Delhi,BLR → DEL,23:30,170,non-stop,4077
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → GAU → BLR,10:20,435,1 stop,7064
Multiple carriers,2019-06-05,Delhi,Cochin,DEL → BOM → COK,19:00,390,1 stop,8073
Jet Airways,2019-06-05,Banglore,Delhi,BLR → DEL,11:10,175,non-stop,4030
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,735,1 stop,14388
SpiceJet,2019-06-05,Chennai,Kolkata,MAA → CCU,17:45,140,non-stop,3597
IndiGo,2019-06-05,Banglore,Delhi,BLR → DEL,06:05,165,non-stop,4423
IndiGo,2019-06-05,Kolkata,Banglore,CCU → MAA → BLR,06:20,240,1 stop,4226
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,09:35,1520,1 stop,13067
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,365,1 stop,10844
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1540,1 stop,9314
Vistara,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,385,1 stop,8085
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,520,1 stop,9663
Air India,2019-06-05,Kolkata,Banglore,CCU → BOM → AMD → BLR,09:25,1200,2 stops,17732
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,400,1 stop,9663
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,800,1 stop,14781
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1295,1 stop,11467
Air India,2019-06-05,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,1385,2 stops,13227
SpiceJet,2019-06-05,Chennai,Kolkata,MAA → CCU,08:20,135,non-stop,3859
GoAir,2019-06-05,Banglore,Delhi,BLR → DEL,20:55,165,non-stop,3419
Jet Airways,2019-06-05,Banglore,Delhi,BLR → DEL,17:45,180,non-stop,7229
Air India,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,09:25,1350,1 stop,8366
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1685,1 stop,13067
IndiGo,2019-06-05,Kolkata,Banglore,CCU → BLR,22:15,155,non-stop,4804
Air India,2019-06-05,Delhi,Cochin,,09:45,1420,,7480
Air Asia,2019-06-05,Banglore,Delhi,BLR → DEL,11:10,165,non-stop,3383
Air India,2019-06-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,1390,2 stops,10676
IndiGo,2019-06-05,Banglore,Delhi,BLR → DEL,08:30,170,non-stop,4823
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1365,1 stop,13067
Air India,2019-06-05,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,1165,2 stops,17049
Jet Airways,2019-06-05,Mumbai,Hyderabad,BOM → HYD,07:05,85,non-stop,8040
IndiGo,2019-06-05,Banglore,Delhi,BLR → DEL,01:30,165,non-stop,4284
SpiceJet,2019-06-05,Kolkata,Banglore,CCU → BLR,09:00,145,non-stop,3841
SpiceJet,2019-06-05,Mumbai,Hyderabad,BOM → HYD,13:15,90,non-stop,2017
Air India,2019-06-05,Delhi,Cochin,DEL → LKO → BOM → COK,12:20,1855,2 stops,13538
Air India,2019-06-05,Mumbai,Hyderabad,BOM → HYD,13:55,90,non-stop,3625
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,870,1 stop,13067
SpiceJet,2019-06-05,Chennai,Kolkata,MAA → CCU,09:45,135,non-stop,3543
Air India,2019-06-05,Banglore,Delhi,BLR → DEL,21:05,170,non-stop,5228
Vistara,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,20:20,1440,1 stop,8610
IndiGo,2019-06-05,Kolkata,Banglore,CCU → BLR,04:40,155,non-stop,4804
Vistara,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,20:20,1580,1 stop,8452
SpiceJet,2019-06-05,Chennai,Kolkata,MAA → CCU,08:20,135,non-stop,3911
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1480,1 stop,13067
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,18:55,800,1 stop,13584
IndiGo,2019-06-05,Banglore,Delhi,BLR → DEL,10:10,170,non-stop,3943
Jet Airways,2019-06-05,Mumbai,Hyderabad,BOM → HYD,02:55,85,non-stop,3210
Jet Airways,2019-06-05,Mumbai,Hyderabad,BOM → HYD,02:55,85,non-stop,5678
Air India,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,09:25,545,1 stop,8891
IndiGo,2019-06-05,Banglore,Delhi,BLR → DEL,20:00,170,non-stop,4823
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,960,1 stop,9663
Air India,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,20:30,1435,1 stop,10203
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,730,1 stop,13941
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,18:55,1285,1 stop,7757
Jet Airways,2019-06-05,Mumbai,Hyderabad,BOM → HYD,10:20,90,non-stop,8040
Jet Airways,2019-06-05,Mumbai,Hyderabad,BOM → HYD,19:35,90,non-stop,5678
Air India,2019-06-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,1045,2 stops,11883
Vistara,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1640,1 stop,8610
IndiGo,2019-06-05,Chennai,Kolkata,MAA → CCU,22:05,140,non-stop,5277
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,1315,1 stop,9663
Air India,2019-06-05,Kolkata,Banglore,CCU → IXR → BBI → BLR,05:50,445,2 stops,7662
IndiGo,2019-06-05,Banglore,Delhi,BLR → DEL,18:55,175,non-stop,4823
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,665,1 stop,7757
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,09:35,505,1 stop,13067
Air India,2019-06-05,Kolkata,Banglore,CCU → DEL → VGA → BLR,07:00,1620,2 stops,14508
Vistara,2019-06-05,Chennai,Kolkata,MAA → CCU,07:05,135,non-stop,3687
Air Asia,2019-06-05,Banglore,Delhi,BLR → DEL,04:55,170,non-stop,4282
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,1545,1 stop,13941
IndiGo,2019-06-05,Kolkata,Banglore,CCU → HYD → BLR,19:20,265,1 stop,3809
Air India,2019-06-05,Mumbai,Hyderabad,BOM → HYD,06:20,80,non-stop,3625
SpiceJet,2019-06-05,Kolkata,Banglore,CCU → IXB → BLR,11:15,435,1 stop,9736
Jet Airways,2019-06-05,Delhi,Cochin,DEL → BOM → COK,13:00,925,1 stop,15554
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,1695,1 stop,9663
Air India,2019-06-05,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,1155,2 stops,14120
Jet Airways,2019-06-05,Banglore,Delhi,BLR → DEL,15:15,175,non-stop,7229
GoAir,2019-06-05,Kolkata,Banglore,CCU → AMD → BLR,16:40,455,1 stop,7102
Vistara,2019-06-05,Banglore,Delhi,BLR → DEL,07:00,160,non-stop,4668
IndiGo,2019-06-05,Delhi,Cochin,DEL → BOM → COK,07:30,810,1 stop,7191
