name,rating,reviews,comp_type,head_quarter,how_old,no_employee
Da Milano Leathe...,3.3,(116 Reviews),New Delhi + 23 more,34 years old,51-200 Employees (India),
Azentio,3.3,(116 Reviews),Singapore + 10 more,501-1k Employees (India),,
Rakuten Symphony,3.8,(116 Reviews),Other,Tokyo + 2 more,26 years old,1k-5k Employees (India)
Jagsonpal Pharma...,3.9,(115 Reviews),Public,"Delhi/NCR,Delhi + 29 more",59 years old,1k-5k Employees (India)
Rossari Biotech,3.9,(115 Reviews),Private,"Mumbai,Maharashtra + 10 more",26 years old,51-200 Employees (India)
Indian Terrain F...,3.8,(115 Reviews),Public,"Chennai,Tamil Nadu + 30 more",23 years old,201-500 Employees (India)
Carwale,3.8,(115 Reviews),Private,"Mumbai,Maharashtra + 14 more",18 years old,501-1k Employees (India)
Holy Family Hosp...,4.0,(115 Reviews),Private,"Delhi/NCR,Delhi + 10 more",70 years old,1k-5k Employees (India)
Fermenta Biotech,4.1,(115 Reviews),Public,"Thane,Maharashtra + 7 more",72 years old,501-1k Employees (India)
S.M. Consultants,3.9,(115 Reviews),Private,"Bhubaneswar,Odisha + 16 more",24 years old,51-200 Employees (India)
Orient Paper Mil...,3.5,(115 Reviews),Kolkata + 10 more,84 years old,1k-5k Employees (India),
ITC ABD,3.8,(115 Reviews),Kolkata + 34 more,113 years old,51-200 Employees (India),
Makino,3.9,(115 Reviews),Private,Mason + 13 more,86 years old,51-200 Employees (India)
National Mineral...,4.5,(115 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 12 more",65 years old,5k-10k Employees (Global)
Mohani Tea Leave...,3.8,(115 Reviews),Private,"Kanpur,Uttar Pradesh + 14 more",31 years old,201-500 Employees (India)
AYM Syntex,4.0,(115 Reviews),Public,"Mumbai,Maharashtra + 4 more",38 years old,1k-5k Employees (India)
Dr. Ram Manohar ...,4.3,(115 Reviews),Private,New Delhi + 6 more,91 years old,201-500 Employees (India)
Goel Ganga Group,4.0,(115 Reviews),Private,"Pune,Maharashtra + 2 more",20 years old,51-200 Employees (India)
Total Environmen...,3.9,(115 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",27 years old,501-1k Employees (India)
Aspiring Minds,3.8,(115 Reviews),Private,"San Jose,California + 8 more",15 years old,201-500 Employees (India)
Jeena & Company,4.5,(115 Reviews),Private,Mumbai + 20 more,123 years old,501-1k Employees (India)
Sterling Biotech,4.1,(115 Reviews),Public,"Mumbai,Maharashtra + 1 more",38 years old,501-1k Employees (India)
Celio Future Fas...,4.5,(115 Reviews),Private,Saint Quen + 28 more,38 years old,501-1k Employees (India)
Ashish Life Scie...,4.3,(115 Reviews),Private,"Mumbai,Maharashtra + 4 more",48 years old,51-200 Employees (India)
Talentica Softwa...,4.2,(115 Reviews),Private,"Pune,Maharashtra",20 years old,201-500 Employees (India)
Parason Machiner...,3.9,(115 Reviews),Private,Aurangabad + 2 more,46 years old,201-500 Employees (India)
DESIGNCO,4.0,(115 Reviews),Private,"Moradabad,Uttar Pradesh + 4 more",18 years old,51-200 Employees (India)
Maxinfra,4.1,(115 Reviews),Private,Hyderabad + 12 more,48 years old,51-200 Employees (India)
A&A Business Con...,4.0,(115 Reviews),Private,"Mumbai,Maharashtra + 8 more",14 years old,201-500 Employees (India)
Skandhanshi Infr...,4.3,(115 Reviews),Private,"Kurnool,Andhra Pradesh + 5 more",15 years old,501-1k Employees (India)
Sami-Sabinsa Gro...,3.0,(115 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 6 more",32 years old,501-1k Employees (India)
Tenon Facility M...,3.4,(115 Reviews),"Gurgaon/Gurugram,Haryana + 18 more",28 years old,201-500 Employees (India),
Oswal Castings,3.8,(115 Reviews),Private,"Faridabad,Haryana + 3 more",18 years old,51-200 Employees (India)
ACN Health care,3.7,(115 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",12 years old,11-50 Employees (India)
Optimus Drugs,3.9,(115 Reviews),Private,Hyderabad + 4 more,19 years old,201-500 Employees (India)
Appcino Technolo...,4.0,(115 Reviews),Private,"Jaipur,Rajasthan + 11 more",10 years old,201-500 Employees (India)
Tech Mahindra Fo...,4.0,(115 Reviews),New Delhi + 19 more,16 years old,11-50 Employees (India),
Fortune Integrat...,3.9,(115 Reviews),Private,Mumbai + 52 more,11 years old,51-200 Employees (India)
Target Engineeri...,3.7,(115 Reviews),Private,Abu Dhabi + 9 more,48 years old,10k-50k Employees (India)
Ashish Life Scie...,4.3,(115 Reviews),Private,"Mumbai,Maharashtra + 4 more",48 years old,51-200 Employees (India)
Talentica Softwa...,4.2,(115 Reviews),Private,"Pune,Maharashtra",20 years old,201-500 Employees (India)
Linc,3.7,(115 Reviews),Public,"Kolkata,West Bengal + 19 more",47 years old,1k-5k Employees (India)
Vanesa Care,4.1,(115 Reviews),Private,"Delhi/NCR,Delhi + 24 more",40 years old,501-1k Employees (India)
Tech Mahindra Fo...,4.0,(115 Reviews),New Delhi + 19 more,16 years old,11-50 Employees (India),
A&A Business Con...,4.0,(115 Reviews),Private,"Mumbai,Maharashtra + 8 more",14 years old,201-500 Employees (India)
Parason Machiner...,3.9,(115 Reviews),Private,Aurangabad + 2 more,46 years old,201-500 Employees (India)
DESIGNCO,4.0,(115 Reviews),Private,"Moradabad,Uttar Pradesh + 4 more",18 years old,51-200 Employees (India)
Datamatics Finan...,3.4,(115 Reviews),Private,Mumbai + 1 more,48 years old,1k-5k Employees (India)
WovVTech,4.7,(115 Reviews),Private,"Mumbai,Maharashtra + 4 more",7 years old,51-200 Employees (India)
VISTRA INTERNATI...,3.7,(115 Reviews),"Boston,Massachusetts + 1 more",31 years old,501-1k Employees (India),
Umlaut,3.4,(115 Reviews),Private,"Aachen,North Rhine-Westphalia + 3 more",27 years old,501-1k Employees (India)
HYUNDAI TRANSYS ...,3.9,(115 Reviews),Yeongcheon-ro + 6 more,201-500 Employees (India),,
L&T Construction...,4.4,(115 Reviews),Kancheepuram + 23 more,1k-5k Employees (India),,
Alp Consulting,3.6,(115 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 12 more",27 years old,201-500 Employees (India)
Advanced Technol...,4.0,(114 Reviews),Private,Montvale + 6 more,23 years old,1k-5k Employees (India)
Autocop India,3.8,(114 Reviews),Private,Mumbai + 26 more,34 years old,201-500 Employees (India)
Intersoft Data L...,3.7,(114 Reviews),Private,Columbia + 2 more,20 years old,501-1k Employees (India)
Furnace Fabrica ...,3.4,(114 Reviews),Private,"Navi Mumbai,Maharashtra + 8 more",50 years old,201-500 Employees (India)
Chemtrols Indust...,3.9,(114 Reviews),Private,"Mumbai,Maharashtra + 18 more",48 years old,201-500 Employees (India)
Chassis Brakes I...,3.8,(114 Reviews),Private,Amsterdam + 6 more,11 years old,5k-10k Employees (Global)
Bimal Auto Agenc...,4.0,(114 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",12 years old,501-1k Employees (India)
Holostik,4.2,(114 Reviews),Public,"Noida,Uttar Pradesh + 10 more",32 years old,1k-5k Employees (India)
Solaris Chemtech,4.3,(114 Reviews),Private,Gurgaon + 10 more,53 years old,201-500 Employees (India)
World Health Org...,4.1,(114 Reviews),Private,"Geneva,Canton Of Geneva + 49 more",75 years old,1k-5k Employees (India)
Tata Main Hospit...,3.7,(114 Reviews),Jamshedpur + 4 more,115 years old,1k-5k Employees (Global),
Nehru Yuva Kendr...,4.5,(114 Reviews),New Delhi + 56 more,51 years old,,
American Oncolog...,4.1,(114 Reviews),Private,"Pittsburgh,Pennsylvania + 15 more",11 years old,1-10 Employees (India)
Punjab and Mahar...,3.9,(114 Reviews),Public,"Mumbai,Maharashtra + 20 more",39 years old,10k-50k Employees (Global)
Rural Electrific...,4.2,(114 Reviews),Private,New Delhi + 28 more,54 years old,501-1k Employees (Global)
J Mitra And Co,4.1,(114 Reviews),Private,"Delhi/NCR,Delhi + 13 more",54 years old,201-500 Employees (India)
MeritTrac,4.0,(114 Reviews),Private,"Bangalore,Karnataka + 10 more",23 years old,201-500 Employees (India)
Sakura Autoparts,3.9,(114 Reviews),Private,Kancheepuram + 3 more,11 years old,51-200 Employees (India)
L&T Smart World ...,4.4,(114 Reviews),Chennai + 19 more,201-500 Employees (India),,
Orange Retail Fi...,3.8,(114 Reviews),Private,Chennai + 40 more,23 years old,501-1k Employees (India)
MSL Driveline Sy...,4.4,(114 Reviews),Mumbai + 5 more,44 years old,201-500 Employees (India),
American Oncolog...,4.1,(114 Reviews),Private,"Pittsburgh,Pennsylvania + 15 more",11 years old,1-10 Employees (India)
Cadeploy Enginee...,2.8,(114 Reviews),Private,"San Ramon,California + 5 more",11 years old,501-1k Employees (India)
Fortune Marketin...,3.8,(114 Reviews),Private,"Delhi/NCR,Delhi + 17 more",29 years old,1k-5k Employees (India)
Intersoft Data L...,3.7,(114 Reviews),Private,Columbia + 2 more,20 years old,501-1k Employees (India)
Umedica Laborato...,3.3,(114 Reviews),Private,"Mumbai,Maharashtra + 3 more",41 years old,51-200 Employees (India)
Tata Main Hospit...,3.7,(114 Reviews),Jamshedpur + 4 more,115 years old,1k-5k Employees (Global),
Advanced Technol...,4.0,(114 Reviews),Private,Montvale + 6 more,23 years old,1k-5k Employees (India)
Pinnacle Industr...,3.9,(114 Reviews),Pithampur + 9 more,27 years old,501-1k Employees (India),
VWR Internationa...,3.7,(114 Reviews),Private,"Radnor,Pennsylvania",171 years old,51-200 Employees (India)
Bimal Auto Agenc...,4.0,(114 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",12 years old,501-1k Employees (India)
Garden Reach Shi...,4.0,(114 Reviews),Kolkata + 3 more,89 years old,1k-5k Employees (India),
Chassis Brakes I...,3.8,(114 Reviews),Private,Amsterdam + 6 more,11 years old,5k-10k Employees (Global)
World Health Org...,4.1,(114 Reviews),Private,"Geneva,Canton Of Geneva + 49 more",75 years old,1k-5k Employees (India)
Maschio Gaspardo,4.1,(114 Reviews),Private,"Pune,Maharashtra + 13 more",59 years old,201-500 Employees (India)
Hi-Tech,3.8,(114 Reviews),Public,"Ghaziabad,Uttar Pradesh + 40 more",19 years old,11-50 Employees (India)
Kutch Chemical I...,3.9,(114 Reviews),Public,Ahmedabad + 1 more,19 years old,1k-5k Employees (India)
Stashfin,4.4,(114 Reviews),Private,"Delhi,NCT + 10 more",7 years old,11-50 Employees (India)
SequelOne,3.9,(114 Reviews),Private,"Gurgaon/Gurugram,Haryana + 16 more",9 years old,201-500 Employees (India)
Crossword Bookst...,4.3,(114 Reviews),Private,"Mumbai,Maharashtra + 22 more",31 years old,201-500 Employees (India)
Noccarc Robotics,4.5,(114 Reviews),Private,"Pune,Maharashtra + 5 more",6 years old,51-200 Employees (India)
Poonawalla Finan...,3.6,(114 Reviews),Private,"Pune,Maharashtra + 54 more",38 years old,51-200 Employees (India)
PaywithRING,4.7,(114 Reviews),Private,Mumbai + 9 more,1 years old,501-1k Employees (India)
Jaipur National ...,3.1,(113 Reviews),Private,Jaipur,16 years old,201-500 Employees (India)
Presidium School,4.1,(113 Reviews),Private,New Delhi + 5 more,18 years old,501-1k Employees (India)
Ajnara India,3.6,(113 Reviews),Public,"Noida,Uttar Pradesh + 1 more",32 years old,201-500 Employees (India)
Shipping Corpora...,3.9,(113 Reviews),Private,Mumbai + 5 more,62 years old,1k-5k Employees (India)
Siemens PLM Soft...,4.3,(113 Reviews),Private,Plano + 4 more,26 years old,1k-5k Employees (India)
SECON Private Li...,3.2,(113 Reviews),Private,Bangalore + 11 more,42 years old,201-500 Employees (India)
DDB Mudra Group,3.6,(113 Reviews),Private,"Mumbai,Maharashtra + 23 more",43 years old,1k-5k Employees (India)
Merino Laminates,3.6,(113 Reviews),Kolkata + 31 more,49 years old,51-200 Employees (India),
Mutual Industrie...,2.9,(113 Reviews),Public,"Mumbai,Maharashtra + 8 more",44 years old,201-500 Employees (India)
Fuji Electric,3.9,(113 Reviews),"Tokyo,Tokyo-to + 16 more",100 years old,1k-5k Employees (India),
Msc Cruises,4.3,(113 Reviews),Geneva + 6 more,35 years old,501-1k Employees (India),
Speciality Resta...,4.3,(113 Reviews),Public,"Mumbai,Maharashtra + 10 more",32 years old,1k-5k Employees (India)
Etihad Airways,4.1,(113 Reviews),Private,Abu Dhabi + 10 more,20 years old,51-200 Employees (India)
Tata Sikorsky Ae...,4.0,(113 Reviews),Private,Hyderabad + 1 more,15 years old,201-500 Employees (India)
Futures Group,4.3,(113 Reviews),Private,New York + 41 more,15 years old,11-50 Employees (India)
Narayana Medical...,4.1,(113 Reviews),Private,Nellore + 6 more,44 years old,1k-5k Employees (India)
Suzlon Gujarat W...,4.3,(113 Reviews),Private,Pune + 20 more,28 years old,5k-10k Employees (India)
YFC PROJECTS,3.8,(113 Reviews),Private,"Gurgaon/Gurugram,Haryana + 11 more",37 years old,51-200 Employees (India)
Nirmal Bang,3.4,(113 Reviews),Private,"Kolkata,West Bengal + 21 more",37 years old,1k-5k Employees (India)
Japfa Comfeed,4.3,(113 Reviews),Public,Jakarta + 17 more,28 years old,501-1k Employees (India)
PG Electroplast,3.8,(113 Reviews),Public,Noida + 12 more,46 years old,501-1k Employees (India)
NTL Electronics ...,4.2,(113 Reviews),Private,"Noida,Uttar Pradesh + 9 more",30 years old,201-500 Employees (India)
Innovision,3.4,(113 Reviews),Private,"Mumbai,Maharashtra + 30 more",16 years old,201-500 Employees (India)
Camp K-12,2.9,(113 Reviews),Private,"Gurgaon,Haryana + 3 more",13 years old,51-200 Employees (India)
IFB Agro Industr...,4.2,(113 Reviews),Public,Kolkata + 17 more,41 years old,1k-5k Employees (India)
RAMADA PLAZA,4.1,(113 Reviews),Public,New Jersey + 17 more,70 years old,201-500 Employees (Global)
Macmet Engineeri...,3.7,(113 Reviews),Private,"Kolkata,West Bengal + 10 more",33 years old,501-1k Employees (India)
Psychotropics In...,4.2,(113 Reviews),Public,Faridabad + 5 more,36 years old,201-500 Employees (India)
LOTS Wholesale S...,3.4,(113 Reviews),Gurgaon + 2 more,6 years old,501-1k Employees (India),
Country Club Hos...,3.7,(113 Reviews),Private,Hyderabad + 17 more,34 years old,201-500 Employees (India)
Suzlon Gujarat W...,4.3,(113 Reviews),Private,Pune + 20 more,28 years old,5k-10k Employees (India)
Futures Group,4.3,(113 Reviews),Private,New York + 41 more,15 years old,11-50 Employees (India)
Marathon Electri...,3.7,(113 Reviews),"Las Vegas,Nevada + 9 more",110 years old,201-500 Employees (India),
Ga Digital Web W...,3.5,(113 Reviews),Private,"Ghaziabad,Uttar Pradesh + 23 more",20 years old,201-500 Employees (India)
PG Electroplast,3.8,(113 Reviews),Public,Noida + 12 more,46 years old,501-1k Employees (India)
Speciality Resta...,4.3,(113 Reviews),Public,"Mumbai,Maharashtra + 10 more",32 years old,1k-5k Employees (India)
Tata Ficosa Auto...,3.8,(113 Reviews),Pune + 9 more,25 years old,201-500 Employees (India),
Jasper Colin,4.3,(113 Reviews),Private,"New York,New York + 5 more",15 years old,201-500 Employees (India)
Coding Ninjas,4.1,(113 Reviews),New Delhi + 3 more,7 years old,51-200 Employees (India),
Lakme Salon,4.2,(113 Reviews),Mumbai + 35 more,43 years old,1k-5k Employees (Global),
VFI SLK Global S...,4.0,(113 Reviews),JV,"Bangalore/Bengaluru,Karnataka + 4 more",4 years old,1k-5k Employees (India)
Bikayi,3.0,(113 Reviews),Private,"Bengaluru/Bangalore,Karnataka + 3 more",4 years old,201-500 Employees (India)
ZF Wabco,3.9,(113 Reviews),Chennai + 9 more,,,
Swiss Garnier Li...,4.1,(113 Reviews),Private,"Chennai,Tamil Nadu + 6 more",18 years old,201-500 Employees (India)
LinkedIn,4.4,(112 Reviews),Private,"Sunnyvale,California + 5 more",20 years old,1k-5k Employees (India)
FCS Software Sol...,3.5,(112 Reviews),Public,"Noida,Uttar Pradesh + 10 more",29 years old,501-1k Employees (India)
Manikaran Power,2.8,(112 Reviews),Private,"Delhi/NCR,Delhi + 6 more",18 years old,501-1k Employees (India)
Fynd,3.0,(112 Reviews),Public,"Mumbai,Maharashtra + 6 more",11 years old,501-1k Employees (India)
Puthur Infotech,3.5,(112 Reviews),"Bangalore/Bengaluru,Karnataka + 30 more",17 years old,501-1k Employees (India),
Plintron Global ...,3.7,(112 Reviews),Private,Singapore + 1 more,15 years old,501-1k Employees (India)
Netcore Solution...,3.6,(112 Reviews),Private,"Mumbai,Maharashtra + 11 more",25 years old,501-1k Employees (India)
India Pistons,3.7,(112 Reviews),Public,"Chennai,Tamil Nadu + 2 more",74 years old,1k-5k Employees (India)
Vakilsearch,3.6,(112 Reviews),Private,"Chennai,Tamil Nadu + 4 more",11 years old,51-200 Employees (India)
PerkinElmer,4.2,(112 Reviews),Private,"Waltham,Massachusetts + 12 more",19 years old,201-500 Employees (India)
ExcelSoft Techno...,3.4,(112 Reviews),Private,"Mysore,Karnataka + 2 more",23 years old,501-1k Employees (India)
Jotun Paints,4.1,(112 Reviews),Private,Sandefjord + 17 more,97 years old,201-500 Employees (India)
CohnReznick,3.7,(112 Reviews),Private,"New York,New York + 1 more",104 years old,201-500 Employees (India)
La Renon Healthc...,4.0,(112 Reviews),Private,"Ahmedabad,Gujarat + 17 more",16 years old,501-1k Employees (India)
Aapna Infotech,4.7,(112 Reviews),"Delhi/NCR,New Delhi + 2 more",16 years old,51-200 Employees (India),
Atos Technologie...,4.3,(112 Reviews),Pune + 8 more,,,
NDS InfoServ,4.5,(112 Reviews),Private,Dallas TX + 5 more,23 years old,201-500 Employees (India)
Plintron Global ...,3.7,(112 Reviews),Private,Singapore + 1 more,15 years old,501-1k Employees (India)
Netcore Solution...,3.6,(112 Reviews),Private,"Mumbai,Maharashtra + 11 more",25 years old,501-1k Employees (India)
Avvashya Cci Log...,4.0,(112 Reviews),Mumbai + 19 more,8 years old,1k-5k Employees (India),
Galva Decoparts,3.9,(112 Reviews),Vapi + 5 more,25 years old,51-200 Employees (India),
Annora Pharma,4.1,(112 Reviews),Private,Sangareddy + 2 more,7 years old,201-500 Employees (India)
Beumer Group,4.2,(112 Reviews),Private,"Beckum,Deutschland + 10 more",88 years old,201-500 Employees (India)
Amps Electrical ...,3.5,(112 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",24 years old,201-500 Employees (India)
Tata Strive Skil...,3.7,(112 Reviews),Mumbai + 28 more,8 years old,501-1k Employees (India),
Laxmi-Agni Compo...,3.7,(112 Reviews),Aurangabad,24 years old,201-500 Employees (India),
Manikaran Power,2.8,(112 Reviews),Private,"Delhi/NCR,Delhi + 6 more",18 years old,501-1k Employees (India)
Vakilsearch,3.6,(112 Reviews),Private,"Chennai,Tamil Nadu + 4 more",11 years old,51-200 Employees (India)
Fynd,3.0,(112 Reviews),Public,"Mumbai,Maharashtra + 6 more",11 years old,501-1k Employees (India)
NDTV,3.8,(112 Reviews),Private,"Delhi/NCR,New Delhi + 5 more",34 years old,1k-5k Employees (India)
Net Access India,3.8,(112 Reviews),Public,"Chennai,Tamil Nadu + 17 more",26 years old,201-500 Employees (India)
ExcelSoft Techno...,3.4,(112 Reviews),Private,"Mysore,Karnataka + 2 more",23 years old,501-1k Employees (India)
FCS Software Sol...,3.5,(112 Reviews),Public,"Noida,Uttar Pradesh + 10 more",29 years old,501-1k Employees (India)
G7 CR Technologi...,3.2,(112 Reviews),Private,Bangalore,11 years old,51-200 Employees (India)
Sakal Media Grou...,3.6,(112 Reviews),Private,"Pune,Maharashtra + 17 more",91 years old,1k-5k Employees (India)
Jotun Paints,4.1,(112 Reviews),Private,Sandefjord + 17 more,97 years old,201-500 Employees (India)
Navitas Life Sci...,3.9,(112 Reviews),Private,Princeton + 4 more,22 years old,201-500 Employees (India)
NEARBY TECHNOLOG...,4.0,(112 Reviews),Mumbai + 23 more,7 years old,1k-5k Employees (India),
Education Cultur...,4.7,(112 Reviews),Private,"Ludhiana,Punjab + 6 more",8 years old,51-200 Employees (India)
Manappuram Home ...,3.7,(112 Reviews),Private,Mumbai + 35 more,13 years old,201-500 Employees (India)
Vamani Overseas,3.3,(112 Reviews),Private,"Faridabad,Haryana + 3 more",21 years old,5k-10k Employees (India)
Amanta Healthcar...,4.3,(112 Reviews),Private,Ahmedabad + 8 more,25 years old,51-200 Employees (India)
Groww,3.9,(112 Reviews),Private,"Bangalore,Karnataka + 2 more",6 years old,51-200 Employees (India)
Inditex,3.8,(111 Reviews),Private,"Arteixo,A Coruna + 14 more",60 years old,1k-5k Employees (India)
Qualtech Consult...,3.7,(111 Reviews),Private,"Noida,Uttar Pradesh + 1 more",20 years old,201-500 Employees (India)
Donear Industrie...,3.7,(111 Reviews),Public,"Mumbai,Maharashtra + 6 more",46 years old,1k-5k Employees (India)
Darwinbox,3.5,(111 Reviews),Private,"Hyderabad,Telangana + 6 more",8 years old,501-1k Employees (India)
Chowgule Industr...,3.9,(111 Reviews),Goa + 11 more,37 years old,51-200 Employees (India),
SMC Power Genera...,3.9,(111 Reviews),Public,New Delhi + 8 more,23 years old,501-1k Employees (India)
Jyote Motors,3.6,(111 Reviews),Private,"Bhubaneswar,Odisha + 8 more",27 years old,51-200 Employees (India)
Motilal Oswal Se...,4.2,(111 Reviews),Mumbai + 19 more,1k-5k Employees (Global),,
Teleminds Infote...,3.1,(111 Reviews),Private,"Kolkata,West Bengal + 1 more",11 years old,51-200 Employees (India)
TEOCO Software,3.8,(111 Reviews),Private,"Fairfax,Virginia + 5 more",29 years old,201-500 Employees (India)
Tirupati Group,4.0,(111 Reviews),Public,"Sirmour,Himachal Pradesh + 7 more",18 years old,1k-5k Employees (India)
Health Insurance...,3.7,(111 Reviews),Noida + 8 more,10 years old,51-200 Employees (India),
AL JABER GROUP,4.4,(111 Reviews),Private,Abu Dhabi + 12 more,53 years old,1k-5k Employees (India)
Indwell,3.9,(111 Reviews),Private,"Vijayawada,Andhra Pradesh + 16 more",46 years old,51-200 Employees (Global)
DOGUS SOMA JV Of...,4.2,(111 Reviews),"Mumbai,Maharashtra + 2 more",501-1k Employees (India),,
Calpion Software...,3.4,(111 Reviews),Private,"Dallas,Texas + 2 more",19 years old,201-500 Employees (India)
Student Life,3.8,(111 Reviews),"Kolkata,West Bengal + 23 more",5 years old,501-1k Employees (India),
Wellness Forever...,4.1,(111 Reviews),Mumbai + 21 more,1k-5k Employees (India),,
Ambey Mining,3.4,(111 Reviews),Private,Kolkata + 7 more,18 years old,1k-5k Employees (India)
Sahara India Fin...,3.7,(111 Reviews),Lucknow + 46 more,36 years old,10k-50k Employees (Global),
Haldiram Bhujiaw...,3.6,(111 Reviews),Private,"Kolkata,West Bengal + 28 more",65 years old,201-500 Employees (India)
Irclass Systems ...,3.7,(111 Reviews),Private,Mumbai + 19 more,48 years old,501-1k Employees (India)
Cheers Interacti...,3.4,(111 Reviews),Private,"Utrecht,Albert Heijn + 3 more",23 years old,51-200 Employees (India)
Dr D Y Patil Med...,4.1,(111 Reviews),Private,Pune + 5 more,27 years old,1k-5k Employees (India)
Orchid Hotel,4.0,(111 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 6 more",50 years old,51-200 Employees (India)
ValueFirst Digit...,3.8,(111 Reviews),Private,"Gurgaon,Haryana + 4 more",20 years old,201-500 Employees (India)
Annet Technologi...,4.2,(111 Reviews),Private,"Dallas,Texas + 3 more",25 years old,201-500 Employees (India)
Elevate Services,3.2,(111 Reviews),Private,"Los Angeles,California + 2 more",12 years old,501-1k Employees (India)
G.M.Pens Interna...,4.1,(111 Reviews),Private,"Chennai,Tamil Nadu + 25 more",28 years old,501-1k Employees (India)
Gemini Solutions,3.4,(111 Reviews),Private,"Gurgaon/Gurugram,Haryana + 8 more",11 years old,501-1k Employees (India)
Inspiredge IT So...,4.2,(111 Reviews),Private,Visakhapatnam + 1 more,11 years old,201-500 Employees (India)
RSH Global,4.2,(111 Reviews),Private,"Kolkata,West Bengal + 20 more",35 years old,51-200 Employees (India)
Ewac Alloys,4.3,(111 Reviews),Private,Mumbai + 26 more,61 years old,51-200 Employees (India)
Brainium Informa...,4.3,(111 Reviews),Private,"Kolkata,West Bengal",14 years old,201-500 Employees (India)
Expertise Contra...,3.4,(111 Reviews),Al Jubail + 4 more,24 years old,1k-5k Employees (India),
Q Way Technologi...,3.6,(111 Reviews),Private,"Chennai,Tamil Nadu",13 years old,501-1k Employees (India)
Stellar Informat...,3.8,(111 Reviews),Private,"Gurgaon/Gurugram,Haryana + 8 more",30 years old,201-500 Employees (India)
Pothys,4.1,(111 Reviews),Private,"Chennai,Tamil Nadu + 12 more",100 years old,501-1k Employees (India)
MR.DIY,3.5,(111 Reviews),Mumbai + 31 more,51-200 Employees (India),,
MedTourEasy,4.9,(111 Reviews),8 years old,501-1k Employees (India),,
Link Group,3.7,(111 Reviews),Mumbai + 4 more,51-200 Employees (India),,
IL&FS Skills Dev...,3.8,(111 Reviews),Mumbai + 43 more,12 years old,11-50 Employees (India),
Kumar Organic Pr...,3.5,(110 Reviews),Private,Bangalore + 5 more,32 years old,201-500 Employees (India)
Niit Foundation,3.9,(110 Reviews),Private,New Delhi + 21 more,19 years old,501-1k Employees (India)
Government of Bi...,3.9,(110 Reviews),Private,Patna + 21 more,76 years old,201-500 Employees (Global)
City Montessori ...,3.7,(110 Reviews),Private,"Lucknow,Uttar Pradesh + 7 more",64 years old,1k-5k Employees (India)
Dew Solutions,4.1,(110 Reviews),Private,Gurgaon + 4 more,13 years old,201-500 Employees (India)
Khaitan Electric...,3.5,(110 Reviews),Public,Kolkata + 25 more,42 years old,201-500 Employees (India)
Anmol Biscuits,4.1,(110 Reviews),Public,"Kolkata,West Bengal + 25 more",29 years old,501-1k Employees (India)
Anna University,4.0,(110 Reviews),Private,"Chennai,Tamil Nadu + 13 more",45 years old,1k-5k Employees (India)
Malayala Manoram...,4.1,(110 Reviews),Private,Kottayam + 16 more,135 years old,1k-5k Employees (India)
ABT Maruti,4.1,(110 Reviews),Private,Coimbatore + 14 more,102 years old,1k-5k Employees (Global)
Wonderchef Home ...,4.0,(110 Reviews),Private,"Mumbai,Maharashtra + 20 more",14 years old,201-500 Employees (India)
Toyota Kirloskar...,4.5,(110 Reviews),Bangalore + 6 more,21 years old,201-500 Employees (India),
Damodar Valley C...,4.0,(110 Reviews),Kolkata + 12 more,75 years old,5k-10k Employees (India),
Modicare,4.4,(110 Reviews),Public,"Delhi/NCR,Delhi + 26 more",27 years old,51-200 Employees (India)
Laxmi Remote Ind...,3.7,(110 Reviews),Private,Noida + 5 more,28 years old,201-500 Employees (India)
BookMyShow,4.0,(110 Reviews),Private,"Mumbai,Maharashtra + 12 more",24 years old,501-1k Employees (India)
Intense Technolo...,4.2,(110 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 11 more",33 years old,501-1k Employees (India)
The Cosmos Co-op...,4.0,(110 Reviews),Private,"Pune,Maharashtra + 20 more",117 years old,1k-5k Employees (India)
Wibmo,3.0,(110 Reviews),Private,"Bangalore,Karnataka + 2 more",24 years old,51-200 Employees (India)
Texport Industri...,3.9,(110 Reviews),Private,"Mumbai,Maharashtra + 8 more",45 years old,1k-5k Employees (India)
Barbrik Project,3.8,(110 Reviews),Public,Surajpur + 15 more,15 years old,501-1k Employees (India)
World Network Se...,3.6,(110 Reviews),Pune + 10 more,,,
ANI INTEGRATED S...,3.8,(110 Reviews),Public,"Mumbai,Maharashtra + 24 more",35 years old,201-500 Employees (India)
Birla Cellulose,3.8,(110 Reviews),Surat + 9 more,201-500 Employees (India),,
TVS Upasana Engi...,3.7,(110 Reviews),Public,"Chennai,Tamil Nadu + 2 more",38 years old,51-200 Employees (India)
BigStep Technolo...,4.4,(110 Reviews),Private,"Gurgaon/Gurugram,Haryana",15 years old,51-200 Employees (India)
