Country,Restaurant Name,Sentiment,Review Title,Review Date,Review
France,The Frog at Bercy Village,Positive,Back at The Frog,Nov 2017 •,Happy hour Kapow beer was very enjoyable and food better on this visit. Always busy however we had great service from our Danish waitress although she wasn't aware of Christian Erickson the Danish Spurs player who had just scored a hat trick against Ireland.
France,The Frog at Bercy Village,Positive,The best place at Bercy Village,Nov 2017 •,"Took my colleague and me 2 evenings to discover this place. Never had food this fast and also the home brewed beers are of great taste. Both the IPA and Black IPA I would recommend. Also the service was very fast and friendly, especially from Jonas who attended our every need very quickly."
France,The Frog at Bercy Village,Positive,"Great food, really friendly staff.",Nov 2017 •,"Only stopped for a late lunch, but very much welcomed. Food was great - Crunchy Chicken salad and Chunky Chicken burger. Really quick service and food was delicious. Reasonably priced too bearing in mind France prices!! Very chilled place too with great Jazz tracks and chance to watch the Eng vs Aust rugby on the TV! Would recommend this place highly."
France,The Frog at Bercy Village,Positive,Nice spot in France,Sept 2017 •,"Great place for happy hour,full of people when weather is nice,the prices are ok for France standards,plates are small."
France,The Frog at Bercy Village,Positive,Perfect place for Friday drinks,Jun 2017 •,"I love the atmosphere and the staff - most of them speak English, so it's great for tourists. The drinks are very good, the food portions aren't the smallest. My main recommendation - fried mozzarella sticks. They are to die for!!! Definitely recommend this place."
France,The Frog at Bercy Village,Positive,Very good.  Pub grub & Micro Brewery.,Jul 2017 •,"Across from the St. Emillion Metro Station.  Large indoor & outdoor eating. Mostly Pub-Grub & good beer.  It's OK you'all, after you have wined & dined yourself silly. Must notice the dog portraits on the way to the toilets."
France,The Frog at Bercy Village,Positive,Very good pub style restaurant,Aug 2017 •,"If you are fed up with French food and you just want some comfort food, this is a good place to be. Doesn't look like a fancy place from the outside but you will be surprised once you go in. It's huge with a good atmosphere. My son had the burger and that was extremely good, I had the taco's which were ok and my wife had the chicken which was also fine. Highlight are their own brewed beers, delicious! This place is in Bercy Village, next door to our Pullman hotel. Well worth a visit."
France,The Frog at Bercy Village,Positive,SOLO EU TRIP,Aug 2017 •,"Nico, Jeff, and Lauren made my first day of my trip superb. They treated me with the utmost hospitality, and gave a tour of the beer making process. They truly are amazing workers. They also provided me with a list of places to go visit which helped me on my adventures. Thank you again for the experience."
France,The Frog at Bercy Village,Positive,Great Ale (for France),Jul 2017 •,Good selection of Ale and craft beer. Great atmosphere however I found my meat burger had a taste of burnt oil. The chicken burgers and sandwiches were good. Beer was worth the visit.
France,The Frog at Bercy Village,Positive,Very nice spot,Jun 2017 •,Very nice restaurant decor inside with an old fashion style stones. Nice menu choice and good beer selection.
France,The Frog at Bercy Village,Positive,Great beer,Jun 2017 •,Nice friendly staff and nice choice of American style food. But best of all was the craft ales on sale. Nice choice and very tasty.
France,The Frog at Bercy Village,Positive,Fun for us Americans,May 2017 •,"Really fun scene to grab some locally made in houses beers. Food was alright, but as beer drinkers we really enjoyed visiting the local brewpub."
France,The Frog at Bercy Village,Positive,Great Food Choice - something for everyone !,Apr 2017 •,"Service was great ! - 14 of us arrived - (Hen do) no booking and they were more than happy to accommodate us all - moved tables etc - service was quick as we also said we had a plane to catch ! Lots of choose from - I had the crunchy chicken salad - lovely and some of the girls had Beef burger and a veggie burger, loaded chips - all very impressed."
France,The Frog at Bercy Village,Positive,Fish and Chips in a Quaint Setting in France,Mar 2017 •,"The Frog is a place where my wife and I have eaten in the Bercy Village area of France.  It is British pub food with microbrews made in-house.  It can be very busy and noisy, but is a nice place to relax and enjoy a cold one."
France,The Frog at Bercy Village,Positive,Great burgers and good beer,Apr 2017 •,"Had a couple of days in Bercy, and we tried a couple of things from the menu. 

The burgers were great, and they even had sweet potato fries that were really good. 

We traveled with children, and they enjoyed this restaurant also. They got something to play and draw with from the nice staff, and they were served children's menu that wasn't to expensive. 

The restaurant makes the beer them self, and as a beer enthusiast this is great. A lot of good beers. A little expensive beers but really good. 

All in all a good and relaxed restaurant that we will visit again if we got the possibility. 

best

D"
France,The Frog at Bercy Village,Positive,"Good beer, great terrace",Mar 2017 •,"We stopped here after a visit to a nearby museum and had a few cold beers.  The beers were tasty and the food that the kids ordered was pretty good. 

There are other locations in France and apparently they serve the same beer, so if you see a Frog location, stop in for a pint."
France,The Frog at Bercy Village,Positive,American Pub in France,Mar 2017 •,"Stayed in a hotel very close to this property and was looking for American style food. The Frog was written up as very ""American."" The reviews were entirely correct! Even my waiter was from the States.

Really pretty pub located in the quant but modern Bercy Villiage. Inviting and very friendly staff, the service was outstanding.  Tried the ""Empire"" home brew and it was excellent. Ordered the Fish and Chips to go with the beer and it turned out to be the perfect combo. 

I'll be back!"
France,The Frog at Bercy Village,Positive,Friday lunch,Mar 2017 •,"Afternoon lunch on an International Rugby weekend.  Warmly welcomed and shown promptly to a table.  Drinks and food brought quickly and with a smile.  Good selection of craft beers.  Our waiters, George and Alex, were friendly and helpful.  Crispy chicken burger was tasty and the coleslaw side was delicious."
France,The Frog at Bercy Village,Positive,Apres judo,Feb 2017 •,Great atmosphere. Good service even when its busy. Good selection of beers. Close to our hotel just a short walk across the road.
France,The Frog at Bercy Village,Positive,Amazing ambiance,Feb 2017 •,Having a great time at this awesome pub. Great food (I had the Cesar salad) A must try are the sweet potato fries. We also had an amazing time thanks to our server Marco : very nice and in a good mood. The music is also another reason why I come back.
France,The Frog at Bercy Village,Positive,best place to get drinks on weekends.,Dec 2016 •,what an atmosphere !! we were there in the weekends and the whole place was packed . loved the service and the people . we stayed only for a few drinks as we had to check out the other bars in the locality .
France,The Frog at Bercy Village,Positive,Buzzing friendly joint,Jan 2017 •,"At the end of a long and freezing work day in France, this lively and warm restaurant/bar was a welcome and relaxing find.  

The bouncy waitress who greeted me at the door, Rochelle, spoke excellent English despite her French-looking name, so I didn't have to struggle with my poor French. Bonus #1 :)  

The place was packed and the only single seat Rochelle could find for me was in an obscure corner, kinda close to the toilets I think.  Before I had managed a few sips of my beer a more suitable table closer to the centre of the activity became available and the waitress offered for me to move there. That was nice. Bonus #2

I had a Hopster beer and the Crunchy Chicken (Caeser?) Salad, both of which came out in a respectable time, and complimented the lively and fresh atmosphere of the pub perfectly.  Bonus #3 and #4.  

A very pleasant evening, and conveniently close to a metro station (Bonus #5!)"
France,The Frog at Bercy Village,Positive,Smiley and well-informed staff,Jan 2017 •,"We visited the frog last night and although we had to wait a little for a table, once we were seated the service was very efficient. Our waitress Rochelle knew lots about the beers and was constantly smiling! The food was okay (the beers were even better!!) and the service was great."
France,The Frog at Bercy Village,Positive,Good pub food and beer,Nov 2016 •,"Bercy village is a trendy place with lots of bistros and bars. The frog is an American bar style place with lots of good food and beer - burgers, ribs etc. Very busy but service still good."
France,The Frog at Bercy Village,Positive,"""Yummy""",May 2016 •,"A group of us ended our trip of Europe at this fine restaurant. We wanted to enjoy a few pints as well as some dinner items in a relaxed fashion. This place hit the bill. Great service, awesome food choices, cold and a decent variety of beers, great ambiance. I had the crispy chicken tacos which were very good. Fish and chips were greasy and yummy. Went over real well with the beer. All in all a great way to spend our last evening in France."
France,The Frog at Bercy Village,Positive,Several good beer choices on tap.,Nov 2016 •,"Large, Casual pub, with inside and outside seating. The outside is great for people watching in Bercy village."
France,The Frog at Bercy Village,Positive,Lunch,Nov 2016 •,"Had lunch at The Frog, good choice of burgers, tacos and beers. Waiters very friendly, always smiling ... cheers to Oscar, our waiter who welcomed us warmly and with the smile on. Good place for a quick lunch at Bercy Village."
France,The Frog at Bercy Village,Positive,Real beer!,Oct 2016 •,"We didn't eat here but the food looked good, I was there for the Ale, wonderful!, the stout ""Francelitic"" was so light but creamy and delicious, ""Wham"" an American type beer but hoppy and citrus due to Cascade hops was awesome, tried a pint of ""Inseine""......; our waiter was the most friendly guy, he took me to see the ""set up"", had a good talk with the ""Brewer""; France water is so purified that it has no character so they have to add gypsum and lactic acid etc, great pub, would go there again if France wasn't so crumy."
France,The Frog at Bercy Village,Positive,A tasty haloumi burger - served by English-speaking staff,Oct 2016 •,"My wife and I had an hour or so to kill before our movie was to start so we stopped at The Frog for drinks and a bite to eat. We thought that our waiter, George (a lovely English chap), was doing very well in such a busy French restaurant. Although his French was perfectly fine, it was a pleasure to be able to speak English with him. He looked after us well. We did think it a shame that there was only one (slightly expensive) cider available and none on tap. The wait-time was quite reasonable, considering the place was packed out. We enjoyed the haloumi burger and kumara fries (a rare treat for a kiwi) and would certainly dine there again."
France,The Frog at Bercy Village,Positive,Nice brunch -Great Waitress,Oct 2016 •,"We had brunch with my husband this Sunday and were very lucky to have the most efficient waitress I have ever met. Kristin made our brunch a great experience. She was pro-active, gave us great advices and all with a nice smile. we had the American pancakes and the Halloumi & eggs brunch then shared a great New York cheesecake."
France,The Frog at Bercy Village,Positive,great place and cozy ambiance,Oct 2016 •,"quite big &very comfortable setting.
went in for last minute drinks with friends and the staff were incredibly welcoming and lovely

shoutout to yumiko and pablo for their best efforts, as well as the barman on the second floor.

a comeback is definitely expected
thank you!!"
France,The Frog at Bercy Village,Positive,Fun place.,Sept 2016 •,"We visited twice and were treatd well.  I am not fond of their craft brews, but that is me.  I have only a few beers I enjoy."
France,The Frog at Bercy Village,Positive,American style diner,Sept 2016 •,"American style diner.
Very cozy place.
Friendly staff.
They make their own beer and it is very good.
Worth trying."
France,The Frog at Bercy Village,Positive,Great time!,Aug 2016 •,The food was great! Our waitress Donika was serving at the top of her game. Very friendly and beautiful environment.
France,The Frog at Bercy Village,Positive,Outstanding,Aug 2016 •,"It was my second time in this restaurant and I loved everything there. Good service, amazing food and reasonable price. The wine menu is great with a beautiful dinning room in the wine cave and you can also have a table outside and enjoy the perfect view of nervy village."
France,The Frog at Bercy Village,Positive,American Style burger place,Jul 2016 •,"If you're homesick for American food, this is the place where you can feel back at home with burgers, fries and beer."
France,The Frog at Bercy Village,Positive,Good beer and good food,Jul 2016 •,"I had 2 of their home brewed blind beers, very nice, followed by a cheese burger, the burger was very good too. The service was fast and friendly, I would recommend this place to eat and drink"
France,The Frog at Bercy Village,Positive,Good cafe,Jun 2016 •,Is is nice and nice area. Food and beverage just fine and you should try something new in there. Then take a walk in the village.
France,The Frog at Bercy Village,Positive,A fun stop in the city of light,May 2016 •,"We'd heard that Frog was a great place to grab beer and we weren't disappointed!
The staff were really very friendly and especially Stéphanie, who, with her beautiful smile, really gave our visit that little extra.
I'll be sure to stop by and say hi next time I visit France!

Cheers!"
France,The Frog at Bercy Village,Positive,Leo the waiter,May 2016 •,"Our first night in France and a great start, Leo was really helpful and gave us advice and service we really appreciated. Ask for Leo when you go in"
France,The Frog at Bercy Village,Positive,Great Lunch,Apr 2016 •,"Went with my son when visiting France and it was his suggestion. The place is part of a chain. Service was fantastic from the time we arrived till we left. Choice of seating and we picked a table downstairs where you can see them making the beer. There is a good selection of craft beers/ales of which we tried two, both of which were exceptional. We had the 'Revolution' and 'Pulled Pork' burgers which were both excellent but decided against a desert in favour of another pint!!! Less than 50 euros for the two of us which I think is good value in France. Will go there again and we would both recommend it."
France,The Frog at Bercy Village,Positive,Great value for money!!,Mar 2016 •,"We visited here for a meal before we headed off to the England v France match. The place was buzzing! Packed with loads of England fans and Wales v Italy on the big screen. They serve their own beers and basic burgers. The food arrived quickly and was very tasty and good value. Very good service! It doesn't have any pretensions about it's food, it is what it is. If you want a tasty, well cooked burger at a reasonable price, this is the place!

Best part of the visit was explaining to the French waitress why all the England fans were cheering for Italy…..!! ;-)"
France,The Frog at Bercy Village,Positive,Lively place,Feb 2016 •,"Nice area, great atmosphere, interesting choice of ales and good service. 
My only criticism is tables are too close together so you feel like sardines in a tin!"
France,The Frog at Bercy Village,Positive,Great location,Feb 2016 •,"The Frog in Bercy village is a reasonably priced place serving american style food, great service, tables so close to each other but packed constantly, large indoor seating and outdoor seating with heaters etc. The cheapest bottle of win in France the whole time we were there at 20 euro's, just a pity it was a £4 Hardy's Australian Chardonnay"
France,The Frog at Bercy Village,Positive,American food in bercy village,Feb 2016 •,"Decent food for a normal price in a touristique area. Burgers were OK, barbeque was good. Service was really friendly and helpfull. Bit crowded and noisy. Tried couple of homebrew Beers and they were good and unique. Would give 3,5 for food and price. But service and beer are worth a 4"
France,The Frog at Bercy Village,Positive,Bercy Frog ++,Feb 2016 •,"good food,waiters nice and quick service.Great atmosphere and decoration ++ nice location,close the movie theatre"
France,The Frog at Bercy Village,Positive,"Good food, decent pricing",Feb 2016 •,"We had the hamburger and fish and chips Both were decent potrtions. You can't get a medium rare hamburger in the States but you can in France. The fish was really good but only complaint is you only get one piece. Atmosphere is good, tables are crowded together, service was good."
France,The Frog at Bercy Village,Positive,Pleasant and charming,Feb 2015 •,"Nice, quirky little place in Bercy Village. Good range of beers and other drinks. Visited on a Thursday afternoon and was quite busy, can imagine it's close to bursting at the weekends. Friendly atmosphere and quite relaxed."
France,The Frog at Bercy Village,Positive,Great beer and food plus watched American Football,Jan 2016 •,"Great beer and food plus watched American Football. Leo our waiter was  awesome and very accommodating to us Americans, as well as the manager in putting on the big screen the playoff game between Minnesota and  Seattle. The beer was great as well as the food."
France,The Frog at Bercy Village,Positive,Drinks,Dec 2015 •,"Lovely atmosphere. Staff are on point, on the most part, though seemed to be very busy. Really nice place, nice location as well..."
France,The Frog at Bercy Village,Positive,Very attentive staff.,Nov 2015 •,"Aside from the food, this one is memorable for the exceptional service provided by their staff especially Laura. Very attentive. Even made a customized drink for me."
France,The Frog at Bercy Village,Positive,Excellent Beer but disappointing food,Nov 2015 •,"We came across The Frog by chance as we walked around Bercy Village after a stroll in the lovely Bercy Park that it backs on to. We were surprised to find a microbrewery in France so decided to try it. There was a good selection of beers that seemed to be brewed on the premises. The pale ale was excellent and certainly worth the visit.
However, we were feeling peckish and decided to order some food. The food selection was very much international pub food and we had the sharing plate. It consisted of prawns in batter, deep fried Camembert , and rather greasy nachos. Not something that made us want to try any of the other dishes so we had another beer and headed elsewhere to eat."
France,The Frog at Bercy Village,Positive,Burger restaurant with homebrewed beer,Nov 2015 •,"This is a place to go with friends, before or after going to the nearby movie theater. Young crowd, friendly service, nice burgers, homemade beer. I just wish they served the burgers on a plate, not on a pastic tray with a paper cover that shreds into pieces if you eat your burger with fork and knife."
France,The Frog at Bercy Village,Positive,Quick visit,Oct 2015 •,"I went there with some friends. The waiters were nice and quick. The drinks were good depending on personal taste. We didn't eat, so i cant review the food there. The decoration of the place is great. The atmosphere was good. The best thing was the humongous tv screen displaying a PSG soccer match that night."
France,The Frog at Bercy Village,Positive,Great craft beer pub in Bercy Village with good food,Oct 2015 •,"The Frog at Bercy Village is a great craft beer pub in Bercy Village serving their own fine brew!

It's great to find a craft beer pub when away with work that has a good selection of beers particularly when the pub brews it themselves. I highly recommend the Natural Blonde beer!

As well as sampling their fine beer I have also eaten in The Frog on a couple of occasions. The service has always been excellent even when very busy on a Friday night. I would highly recommend any of their burgers!

Overall a good place for good beer and good food."
France,The Frog at Bercy Village,Positive,Great experience but do not go just for the food,Mar 2015 •,"Offers basic British/America pub style food (burgers, etc.) and they also brew their own beer. Great fun with a group but can be noisy. This is the place to go if you want to eat/drink and watch sport on a big screen."
France,The Frog at Bercy Village,Positive,"Very nice ""watering hole"" !",Aug 2015 •,"What a superb bar and restaurant. Has it's own micro brewery and I particularly enjoyed a beer called ""FranceLYTIC"" ! Think about it, because a couple of these will see you in a very comfortable frame of mind. Sports type of bar as well so a lot going on. Great atmosphere particularly in the evening. Should be more places like this"
France,The Frog at Bercy Village,Positive,Great Drinks,Oct 2015 •,"Drinks here at the end of a long day.  Very busy place but great to sit up at the bar, watch a bit of sports on the TV and great cocktails.  Great way to end a day of sightseeing.  I would have rated a bit higher, but it was so hot inside the venue, it was uncomfortable to stay any longer than 2 drinks."
France,The Frog at Bercy Village,Positive,The best in Bercy Village,Aug 2015 •,"A very nice pub in the Bercy Village, where you can have a great local beer. Just choose your beer style, ask for the big jar and share it with friends or your lover."
France,The Frog at Bercy Village,Positive,great burgers,Sept 2015 •,Try the pulled pork burger it is out of this world! They could add some variety to their beers Although what they had was good. Waiters need to be a bit more attentive.
France,The Frog at Bercy Village,Positive,Tasty Beer,Sept 2015 •,Well worth a visit to the Microbrewery. Enjoyed a couple of pints of Blonde Beer and tried the Wham! Staff were helpful and friendly.
France,The Frog at Bercy Village,Positive,Excellent beers and coctails,Sept 2015 •,"Our last night in France we visited there. The menu is in French but waiter translated for us.  Excelent beers and coctails. We ordered nachos, chicken wings, burgers. Everything was very tasty. Defenetly will visit thete again."
France,The Frog at Bercy Village,Positive,Quick lunch,Jul 2015 •,"The food and drinking are very good. I also found the micro-brewing operation very interesting, particularly as one of the staff members noticed me admiring the vats and talked me through their process. We liked it so much we went back in an evening just for drinks. Good crowd of locals and tourists."
France,The Frog at Bercy Village,Positive,Great meal,Aug 2015 •,Visited The Frog whilst stopping off in France on way home from south of France. Fabulous meal and staff couldn't have been more helpful. Really speedy service despite being run off their feet. Will definitely be visiting again next time we're in France !
France,The Frog at Bercy Village,Positive,Great late night bar and food place...,Aug 2015 •,"We went to the Frog in Bercy village to grab some late night food and drink as it's open until 3am on a Saturday, the frog is a delightful pub chain and microbrewery, the staff are very pleasant, laid back and helpful and look like they are enjoying themselves. 

We sat outside in the terrase it's very cosy and a great atmosphere, shame you can't hear some of the great music playing inside.. 

The food is good gastro-pub food, and I had the haloumi burger, which was the vegetarian option.. Very delightful and tasty, a great choice. We were tempted by dessert but having seen how large they were declined..  And decided to stick to the rather large drinks menu that they have.

Later we headed inside to continue our evening and listen to the music.. Which the staff were enjoying as well.. It's a fun place to be in and in a great location in this old converted wine storage areas."
France,The Frog at Bercy Village,Positive,lovely food!,May 2015 •,Lovely food worth going to! Had the tortilla chips they were amazing and the chicken ceaser salad!! Not badly priced. The wifi is very poor though.
France,The Frog at Bercy Village,Positive,GOOD GRUB & BEER,Aug 2015 •,"We where staying in the Ibis hotel opposite Bercy Village and wondered across one evening looking for something to eat 
we chose The Frog as hubby like's trying new beers and we could get something English to eat (i know boring !!lol) 
we sat outside as it was a warm evening & the Atmosphere was Perfect , hubby had a burger which he really enjoyed (& he eats alot of burgers) and i had fish& chips with minted mushy peas Yummy 
then hubby had a peanut butter stack & i had the oreo stack mmmmmmm yum yum 
all the food was lovely and hubby enjoyed the beer 
the staff where lovely really friendly and very helpful , we had a Great evening and would say give it a go"
France,The Frog at Bercy Village,Positive,Well priced food and great atmosphere,Aug 2015 •,This place in the heart of Bercy is alive and great fun. Our  waiter was fun to deal with coping with our broken French and his Italian with English in the middle. All the waiters seemed joyful and helpful. Worth another visit.
France,The Frog at Bercy Village,Positive,Good Frog beer,Aug 2015 •,"Just had one beer there but it was a good one. It's from their microbrewery (Frog). We were outside but the place seem to have a big place inside. 

I didn't try their food, but they do have some. Pub style food."
France,The Frog at Bercy Village,Positive,Great beer,Aug 2015 •,"We only stopped for beers, so I can't comment on the food. The beer was really good. I had the Ginger Twist, and it was unlike any other Amber beer that I've tried before. You could really taste the lime. Hubby had the Maison Blanche. It was also a great patio to people watch. Would recommend to someone going to Bercy Village."
France,The Frog at Bercy Village,Positive,An evening drinks with friends/colleagues,Feb 2015 •,"Great place to spend an evening with nice cocktails, delicious snacks à la carte and big place for groups !! Have fun..."
France,The Frog at Bercy Village,Positive,Bonbon!,Jan 2015 •,Super place to eat in France that wont cost too much! Visited 2 yrs ago however i had forgotten its name and never left a review! Good value for money and great atmosphere!
France,The Frog at Bercy Village,Positive,The beer place,Jul 2015 •,"Home brewed beer don't disappoint. They are also good at beer snacks from fried onions, chicken wings to burgers and salads. After 20 expect quite a crowd."
France,The Frog at Bercy Village,Positive,Home-made beer was quite delicious.,Jun 2015 •,"We were occuppying a table of 15 people. It was different from what I've encountered in other pubs in France. The service was much better, especially while dealing with large groups entering the pub. I was satisfied with the blond waitress Carol, who was very attentive and friendly. It would be nice to have more options on the menu, since it's such a big pub, but, for the time being, it's pretty cool."
France,The Frog at Bercy Village,Positive,Very good,Jun 2015 •,"Great bar in a great location with a fantastic buzz.. Go here! 
Good service and good value for a major city"
France,The Frog at Bercy Village,Positive,Fish and Chips,May 2015 •,"A nice lunch in the sunshine, fish and chips were ""mostly authentic"" and crispy chicken burger was tasty.  Choice of wine could be wider, there's only 1 option for white (aussie chardonnay) and pink (cotes de provence). Serving staff were efficient and pleasant."
France,The Frog at Bercy Village,Positive,"British-Style Pub in the Pretty Bércy Quartier. Micro-Brewery, too!",Jun 2014 •,"Best of The Frog chain of British-style pubs in France (also in one of the prettiest parts of France, Bércy).

The Frog at Bércy Village is located very close to Bércy underground station (about a 1 minute walk). Bércy Village, actually, is a short secluded lane with restaurants and shops on either side, not really a village after all. Bércy is the actual quartier. Close by is one of the many wonderful France attractions, La Cinémathéque Francaise (see my review). One more reason to go there.

The Frog Bércy is the prettiest of a chain of 4 British-style Pubs in central France, it's also a microbrewery. Their ales are British style (IPA, best bitter, stout - plus a Hoegaarden like lemony ale), and of very good quality. Admittedly, the prices for these beers are € 5 and up, so effectively even more expensive than in London. But then, France is the rip-off to end all other rip-offs, and beer prices can go up to € 10 for 500ml (not even a pint!). € 5 per glass are called ""happy hour"" around here! It's not even a tourist rip-off, because the French are always happy to rip off their own countrymen, too, in one fell swoop.

I had a couple of fine real ales there and fish and chips (what else!). The portion wasn't huge, but to compensate for that, it was small. The fish was of excellent quality, crisp, with a good bite and firm texture - the chips were a bit flabby, just like the ones you get at many British pubs. Home, sweet [spiritual] home. ;)

The decor is very pleasant indeed, and emphasizes the ""dual"" British-French nature of the pub. Despite the slightly inflated prices, the pub is extremely busy at lunch *and* dinner times. Well, it's a nice neighborhood after all.

Service is decidedly French, i.e. a bit snooty, generally inefficient and a tad slow. It's all part of the folklore, isn't it?"
France,The Frog at Bercy Village,Positive,Great as always,Dec 2014 •,"If you want to enjoy a beer and a burger in a British style pub, the Frog is the place to go. Their craft beer is great (try the Dark or the Inseine) and their food is really good. The waiters are also very pleasant and you can easily discuss with them (in English of course).

One of the best places for a few beers with friends or colleagues."
France,The Frog at Bercy Village,Positive,Fish and Chips with New York Cheesecake,Dec 2014 •,We had a great meal here of fish and chips and New York cheesecake. The place is so France and the toilets are clean.  The hamburgers looks huge and wonderful.
France,The Frog at Bercy Village,Positive,Best Fish and Chips... and a place for beer snobs too!,Feb 2014 •,"I know, when you are in France, why would you want to eat at a British style pub?  Well... because the food is AMAZEBALLS!  

My husband and I came here one night, both hungry as we just walked about 10 miles through the city.  Ordered up the fish and chips, and they were the best fish and chips I have ever had!  We both agreed, this was the best food we had while we were in France. It was so good, that we went back again the next night for dinner.  

The other cool thing about this place, is that they have microbrews.  Now, where I come from, beer is a religion.  I am not a beer drinker, but my husband is and he brews his own.  Frogs has a great brewery set up and from what I heard, really good beer. 

So, if you want great fish and chips and an excellent beer - go here... you won't be disappointed!"
France,The Frog at Bercy Village,Positive,"Amazing staff, good food!",Mar 2014 •,"The Frog was a go-to destination for me when I was in France. Good drinks, atmosphere and menu options as well as an excellent mix of French and English speaking waitstaff. Loved the burgers!"
France,The Frog at Bercy Village,Positive,Great Pub,Dec 2014 •,Buzzing and great service with a good range of drinks. Possibly a little bit too much deep fat frying  but that seems to be the vogue for bar snacks these days!
France,The Frog at Bercy Village,Positive,very good therefore very crowded,Dec 2014 •,"Very good place with big varieties of food options staff is nice, welcoming and speak good English you can hardly find a place inside but outside is nice and warm with the heater"
France,The Frog at Bercy Village,Positive,great place to hang out after office hours,Nov 2014 •,"I went here with a friend after office hours, it was queuing that time, but we were quite lucky to get a seat after 5 min waiting.
The specialty from this restaurant is the beer, they have a lot of variance of local beer and also cocktail-beer
The food is average, its more to burger, chicken wings, etc, but you dont have to wait for long for the food to come."
France,The Frog at Bercy Village,Positive,Brews own beers!,Feb 2022 •,"This is a wonderful setting in Bercy Village (Cour St Emilion). Very authentic, very british! The staf is very friendly, even on an early sunday morning. 
Plates are delicious, tough 'real fresh belgian french fries' aren't the same as the real ones in Belgium. 
We took the brunch formula and was very tasteful! Prices are a little high."
France,The Frog at Bercy Village,Positive,Great Veggie Burgers!!,Aug 2014 •,"This was our first meal in Bercy and well worth the decision to eat there.  The food was excellent.  Not cheap but it is France in August so what you would expect!  The waiter was lovely, very friendly and accommodating.  Would definitely return AND it was the only place that had anything remotely vegetarian for my daughter :)"
France,The Frog at Bercy Village,Positive,It's not bad,Feb 2022 •,Was a little slow to bring the beer out but the food is good and if you're a working Brit and need a beer and club sandwich it's OK.
France,The Frog at Bercy Village,Positive,great burgers,Jan 2014 •,Good service and good food. Very good waiters helpful and polite. Went through the menu to make sure that we knew what it all was and what we would get.
France,The Frog at Bercy Village,Positive,Nice break,Jan 2014 •,"It's a bar. They serve bar food (hamburger, nachos etc) so don't expect a fancy meal. But, the atmosphere is great, they got good beer and the food, although basic, is of good quality. Staff is very friendly. Be prepared for some wait at peak times and on weekends. It's a popular place for a reason."
France,The Frog at Bercy Village,Positive,Great home-brewed beers!,Jan 2014 •,"A range of excellent beers brewed on the premises, you are served a full pint (not 50cl) and during happy hour (mon-fri eves to 8.00pm) a pint costs € 5.00 (€ 6.50 at other times, but still great value for France!). Friendly atmosphere.  We visited twice and would have visited more often if time allowed."
France,The Frog at Bercy Village,Positive,Micro brewery pub,Jan 2014 •,This is a great British type pub that brews it's own beer which are excellent but pricey. The staff are very friendly and the food is good too. It was very busy on the Saturday night we visited with a good atmosphere and a young crowd and there is a big screen for all the sporting events.
France,The Frog at Bercy Village,Positive,American burger and beer bar,Dec 2013 •,"A nice restaurant located in the Bercy Village.
Serves gourmet burgers and fries.
Several beers that are unique to the restaurant are served.
The restaurant offers a large menu and beverages but I have only enjoyed their burgers and fries and specialty beers.
The decor is bland, nothing special, cramped and loud. A bar food type feel to it.
But don't let this scare you away. This is a great place to get an American style burger, fries and beer."
France,The Frog at Bercy Village,Positive,"Lively, friendly, great beer",Feb 2022 •,"We were pleasantly surprised to see such a thriving venue mid week. We were served by a helpful, polite and friendly young man. We got a paddle of sample beers to make our choice before ordering a pint. (Pints aren't cheap in France). We ordered a couple of starters. The food was a good portion size & hot.  We would visit again to try a different beer and a main course!! Our moan would be no napkins and we ordered 'finger food'"
France,The Frog at Bercy Village,Positive,Visit from Australia,Aug 2013 •,We had dinner at this restaurant/hotel & really enjoyed it. They brew their own beer & you can have a sample of all brewed. They bring it to you on a tray with 6 to try. Meal was enjoyable & we had a lovely young man that served us & looke dafter us for our evening out. Thank you .
France,The Frog at Bercy Village,Positive,Best Burgers,Sept 2013 •,"Who goes to France and eats a burger at 10:30pm?  A person who is starving from touring all day.  Was the burger good, you ask?  Well, yeah..not just good but excellent.  Thank God, the French eat late and The Frog was brimming with people.  We were able to get our order in just before the kitchen closed thanks to Sandra, our waitress (she was attentive, fast and spoke good english ).  I thought the burger might have been that good because I was hungry.  I went back two nights later and the burger was excellent again.  What can you say about that?  Consistent and Excellent."
France,The Frog at Bercy Village,Positive,A gem!,Sept 2013 •,"We were amused at the thought of an ""English"" pub in the Franceian suburbs so went in to take a look.  We expected a tawdry, tacky version of an English pub but we were truly surprised.  It was a large establishment which you could enter from the park side or the ""village"" side.  On the first floor the coppers used for the brewery were gleaming.  The staff were fabulous and friendly and the menu looked like any pub menu but the quality of the food was excellent."
France,The Frog at Bercy Village,Positive,Welcome Respite,Aug 2013 •,"Like many other reviewers, we stopped here after a day of travelling and found it quite welcoming as the staff spoke excellent English and were extremely helpful. The selection of food and beverages was excellent as was the facilities and the mood music. I would definitely recoomend stopping here even if you're not hungry but just want a pint of fine beer."
France,The Frog at Bercy Village,Positive,friendly service,Aug 2013 •,we dined here on our first night in France following a day of travelling and we chose The Frog from all the restaurants in Bercy village as the staff were very helpful especially when it came to choosing from the menu and translating some of the items.  There was a nice atmosphere and even though the Frog was very busy we didnt have to wait too long for our meal to arrive and the meal was very nice. We had fish; chicken salad; chicken bacon wraps.  All good
