Customer_care_calls,Customer_rating,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block,Mode_of_Shipment,Product_importance,Gender,Class
2,3,3,38,7640,D,Ship,medium,F,1
3,4,3,56,2941,B,Ship,medium,M,1
3,4,3,4,3534,F,Road,medium,F,1
4,3,4,1,4678,B,Road,medium,M,0
5,3,5,10,1841,C,Ship,high,M,1
4,4,3,11,2037,B,Ship,medium,M,1
6,3,4,3,1982,B,Flight,low,F,1
5,1,6,1,1696,F,Flight,medium,M,0
4,4,5,7,5401,A,Ship,medium,F,0
6,3,4,4,1652,B,Ship,medium,M,1
3,4,3,9,5383,F,Ship,medium,M,0
5,2,4,6,5596,F,Flight,medium,M,0
4,1,3,5,5952,C,Ship,medium,M,0
3,5,4,9,5526,F,Ship,low,F,1
3,1,8,2,5334,A,Ship,low,M,0
4,2,3,7,5967,A,Ship,medium,M,1
3,4,3,10,4925,D,Flight,medium,M,1
4,2,2,5,4996,D,Ship,medium,M,1
4,5,7,11,3825,A,Ship,medium,F,1
6,4,8,1,5808,F,Ship,low,F,1
5,1,3,37,3023,C,Ship,high,F,1
4,4,2,3,5801,B,Ship,low,M,0
4,4,10,3,4488,C,Flight,high,F,0
5,2,3,8,5892,C,Flight,medium,F,1
3,4,3,6,5935,D,Road,low,M,1
4,5,3,6,5899,F,Ship,low,F,1
3,1,3,3,3040,F,Road,medium,M,1
2,5,3,10,5174,B,Ship,high,M,0
4,1,4,2,1809,F,Ship,low,M,0
3,4,2,9,5735,D,Ship,low,M,0
4,2,4,63,1759,B,Ship,low,F,1
2,4,3,2,5893,F,Ship,high,F,1
3,4,3,5,4022,D,Ship,high,M,0
4,5,3,7,4297,A,Ship,low,F,0
4,3,3,28,2741,F,Ship,low,F,1
2,2,5,55,1211,F,Ship,low,F,1
4,2,2,1,5703,B,Flight,low,M,1
4,2,3,1,3133,D,Ship,low,M,1
3,1,3,5,4399,A,Ship,medium,F,1
3,2,2,2,5526,F,Ship,high,F,0
3,4,4,2,1016,C,Ship,medium,M,0
3,2,2,7,5231,D,Ship,medium,F,0
5,3,3,10,5673,F,Road,low,M,0
3,1,2,2,4534,C,Ship,medium,M,0
4,5,5,2,5840,A,Flight,low,F,0
3,2,3,7,4555,F,Road,medium,M,1
4,4,10,9,4149,B,Ship,medium,F,0
4,1,5,9,1793,F,Ship,low,F,1
3,5,4,9,4819,F,Ship,low,F,1
3,4,2,8,4162,A,Flight,low,M,0
4,3,6,43,1478,B,Ship,medium,M,1
3,5,3,4,5042,F,Ship,low,F,0
3,1,10,7,5917,F,Ship,medium,F,1
5,2,2,2,5627,F,Ship,medium,F,1
6,2,4,6,3003,F,Road,high,F,1
3,1,2,6,5701,F,Road,low,M,1
3,1,3,6,5572,A,Road,low,F,1
3,3,2,8,4481,F,Road,high,M,0
5,4,3,8,4949,C,Road,medium,F,1
5,5,5,10,1683,C,Ship,medium,F,0
6,4,4,5,1241,F,Ship,low,F,0
4,2,3,12,3646,A,Ship,medium,F,1
3,2,3,30,1986,F,Ship,low,M,1
4,3,2,48,2805,C,Ship,medium,F,1
7,1,4,3,1357,F,Ship,medium,F,1
3,2,5,9,4310,F,Ship,medium,F,0
5,4,2,7,5338,D,Ship,low,M,1
5,4,4,5,1130,F,Road,high,F,1
5,4,2,35,2107,F,Road,low,M,1
4,2,2,1,5261,F,Ship,low,F,0
5,3,5,8,5833,F,Flight,low,F,1
3,1,2,7,4506,F,Ship,medium,F,1
7,2,4,1,1480,D,Flight,medium,F,0
3,2,2,2,5640,F,Ship,medium,M,0
4,5,4,35,3215,A,Ship,low,F,1
4,1,3,4,5299,F,Ship,low,M,0
3,1,2,40,3773,B,Road,high,F,1
2,5,6,62,2750,F,Ship,low,F,1
5,5,2,6,4788,A,Ship,medium,M,1
3,5,3,21,2476,D,Road,low,F,1
4,4,6,7,4873,A,Ship,medium,F,1
3,1,2,34,1053,F,Road,medium,M,1
5,1,3,5,5031,A,Ship,low,F,0
3,1,4,47,3487,A,Ship,low,M,1
5,1,6,1,1150,F,Ship,low,F,0
3,4,7,46,2670,F,Ship,medium,F,1
5,2,5,9,1973,F,Ship,medium,F,0
3,4,3,49,3221,C,Ship,medium,F,1
5,4,5,4,1813,D,Ship,medium,F,0
7,4,4,9,1970,C,Ship,low,M,0
5,5,2,23,3065,F,Ship,low,F,1
4,2,3,29,1365,A,Ship,low,M,1
6,4,4,1,1711,F,Ship,low,M,1
3,5,2,4,4466,F,Ship,medium,F,1
5,5,3,9,4319,C,Ship,medium,M,1
5,2,3,9,5173,B,Ship,medium,M,0
4,4,2,18,1369,F,Ship,low,M,1
4,5,3,10,5315,B,Ship,low,F,1
4,4,5,7,1562,A,Flight,medium,M,1
5,4,3,4,4908,C,Ship,medium,M,0
4,5,3,5,4773,F,Ship,medium,M,0
2,5,3,8,4632,A,Ship,low,F,0
3,4,4,9,4139,F,Ship,low,M,0
5,2,3,7,5875,A,Ship,low,M,0
3,1,2,6,5448,F,Ship,low,M,0
4,4,3,59,2020,A,Flight,high,M,1
4,4,3,8,5453,F,Ship,medium,F,1
3,4,2,55,2247,C,Road,medium,M,1
3,4,3,6,4046,A,Ship,low,F,0
2,4,3,33,1278,F,Ship,low,F,1
4,1,3,33,2502,A,Ship,low,F,1
4,1,3,1,5159,B,Ship,medium,M,1
5,1,5,8,1128,C,Road,medium,F,1
3,3,3,5,2007,B,Ship,low,M,1
2,4,2,2,5115,D,Road,high,M,0
4,5,3,2,4501,C,Ship,medium,F,0
4,1,3,10,4375,F,Ship,high,M,0
6,2,4,6,1066,B,Flight,medium,M,1
6,3,4,7,1515,B,Ship,medium,M,0
3,1,2,7,4147,A,Ship,medium,F,1
5,4,4,3,3755,A,Ship,low,F,1
6,4,4,2,1858,B,Flight,medium,M,1
5,5,3,59,1037,A,Flight,medium,F,1
6,3,4,3,1616,A,Ship,low,M,1
4,5,4,3,5881,C,Ship,low,M,0
3,3,3,35,2204,F,Ship,medium,M,1
4,5,2,4,4910,A,Ship,medium,M,1
6,1,6,10,2385,F,Road,low,F,1
4,5,2,4,4762,C,Ship,medium,M,0
3,5,3,2,4357,C,Ship,low,F,1
4,4,3,8,5658,C,Ship,low,F,1
5,1,5,3,1514,F,Ship,medium,F,1
5,3,5,2,1834,A,Flight,low,F,1
5,1,3,5,5790,C,Ship,low,F,0
3,3,2,5,4681,C,Ship,medium,M,1
4,5,6,1,1249,C,Road,medium,M,0
3,4,3,13,2148,F,Ship,medium,M,1
5,5,4,4,5888,F,Flight,low,M,0
5,2,6,1,1296,C,Ship,low,M,1
3,1,2,33,2818,F,Ship,low,M,1
4,5,3,10,4616,F,Road,low,M,1
3,5,4,10,5164,F,Ship,high,M,1
5,4,3,9,4908,F,Ship,low,M,0
4,3,4,1,5783,D,Ship,medium,M,1
4,4,7,3,5672,D,Ship,medium,M,1
3,5,4,8,5600,F,Ship,low,M,0
4,3,3,1,5021,B,Ship,medium,M,0
2,3,2,36,1788,C,Ship,medium,F,1
6,5,4,2,1700,F,Ship,low,M,1
3,1,2,7,5596,F,Ship,low,F,0
4,4,7,8,5069,D,Road,medium,M,0
3,2,2,6,4002,B,Ship,high,F,1
5,5,5,8,1881,A,Flight,medium,M,1
4,1,3,9,1240,F,Ship,medium,F,1
3,3,3,4,4858,F,Ship,low,F,1
3,1,3,10,4915,F,Ship,medium,F,1
3,1,3,3,4965,A,Ship,low,M,1
4,3,3,43,1009,A,Flight,low,M,1
5,4,2,7,5341,F,Flight,high,M,0
4,1,3,17,1923,F,Ship,high,F,1
3,3,2,1,5097,F,Ship,low,M,1
3,2,4,5,4787,D,Ship,low,F,0
3,1,3,1,4862,B,Ship,low,F,1
5,5,3,9,5695,B,Ship,low,M,0
5,1,3,10,4750,C,Ship,low,M,0
4,2,2,45,3008,B,Road,low,F,1
5,2,2,32,1497,D,Ship,low,M,1
5,4,4,6,4457,F,Road,medium,M,0
6,4,3,7,3175,D,Flight,low,M,1
6,4,4,3,1946,F,Ship,medium,M,0
5,3,3,1,5783,B,Ship,medium,M,1
2,1,2,46,1023,D,Road,low,M,1
3,4,6,57,1949,F,Flight,medium,M,1
6,3,4,9,1368,D,Ship,low,F,0
6,5,3,7,4119,C,Ship,medium,M,0
4,3,3,7,5034,A,Ship,high,F,1
3,2,8,3,4390,A,Ship,high,M,1
5,4,3,7,4435,B,Ship,high,F,1
2,1,3,8,4522,A,Road,high,M,1
5,1,4,4,4855,D,Ship,low,F,1
3,1,10,9,5151,C,Road,high,M,1
3,3,5,35,1089,F,Ship,low,M,1
6,5,3,8,5031,B,Road,medium,M,0
3,3,2,2,5311,F,Ship,medium,F,0
6,5,4,4,1035,C,Road,low,M,0
5,3,6,10,4986,F,Ship,medium,F,0
3,4,2,49,1942,A,Ship,medium,F,1
4,4,2,4,4648,B,Ship,low,M,1
3,1,2,45,3332,B,Flight,low,F,1
4,3,3,10,4316,F,Road,low,M,0
2,1,3,4,5100,D,Road,medium,F,0
5,1,3,13,3492,C,Ship,medium,M,1
5,3,3,9,5258,F,Ship,low,M,1
7,1,4,8,1601,F,Ship,medium,F,1
4,4,5,7,1716,A,Ship,medium,F,1
3,5,10,27,2739,C,Ship,medium,F,1
4,4,2,16,1131,D,Ship,medium,F,1
5,4,5,3,5208,D,Flight,low,F,0
5,3,2,9,4828,C,Ship,low,F,1
4,3,2,22,3124,B,Ship,medium,M,1
5,2,5,1,1004,A,Ship,medium,F,1
2,1,3,42,1247,B,Road,high,M,1
3,2,3,4,4683,F,Ship,low,F,0
5,4,4,3,4018,D,Ship,low,M,0
4,3,3,44,2291,F,Ship,medium,F,1
5,1,6,3,1014,F,Ship,low,F,0
6,5,5,3,5771,C,Ship,medium,M,0
7,4,4,2,1017,D,Ship,medium,F,1
5,3,5,9,4435,F,Ship,low,F,1
3,1,3,9,4410,F,Ship,medium,M,0
4,4,3,29,3251,F,Road,low,M,1
2,2,6,6,4044,D,Road,low,F,0
5,4,3,8,5559,F,Ship,medium,M,1
6,3,6,9,4814,A,Flight,low,F,0
3,5,3,54,3976,D,Ship,low,F,1
5,4,6,3,1223,C,Ship,low,F,1
2,1,4,10,4726,C,Road,medium,F,0
4,3,3,2,4693,F,Road,low,F,0
3,4,3,7,5438,C,Ship,low,M,0
6,1,4,10,1606,D,Ship,low,F,0
4,3,2,3,5731,B,Road,high,M,1
4,1,3,7,4550,A,Ship,medium,M,0
5,1,4,4,1438,F,Flight,medium,M,0
4,3,2,2,4041,C,Ship,high,F,1
4,1,4,35,2343,C,Ship,high,F,1
4,2,8,7,5245,A,Road,low,M,1
4,5,3,8,4632,B,Ship,low,F,0
4,1,4,9,5157,D,Flight,low,M,0
3,3,3,3,5768,F,Ship,low,F,0
2,3,4,10,4075,C,Ship,low,F,0
3,4,3,6,4412,D,Ship,high,F,0
5,4,3,4,4805,A,Ship,high,F,0
5,3,3,5,4743,A,Ship,medium,F,0
6,3,6,3,4582,C,Ship,medium,M,0
4,2,3,64,1714,A,Road,low,M,1
6,2,4,4,1245,F,Ship,low,F,1
4,1,3,7,4813,A,Road,low,M,1
3,2,3,29,2164,A,Ship,low,F,1
4,2,2,21,3271,F,Ship,low,M,1
7,2,4,6,1005,D,Ship,low,F,1
6,5,3,4,5219,F,Ship,low,M,1
5,1,2,6,4121,C,Ship,low,M,1
5,4,10,24,3621,B,Ship,low,F,1
5,5,2,9,4526,A,Ship,medium,M,0
4,2,5,8,1555,B,Ship,low,M,0
4,2,2,8,4878,F,Ship,low,M,1
4,4,3,33,2804,B,Road,medium,F,1
6,5,4,7,1393,F,Ship,low,F,1
4,4,3,10,5002,F,Ship,low,M,1
3,5,3,48,2841,D,Ship,medium,M,1
4,4,3,2,5324,F,Ship,high,F,1
5,4,5,1,5749,D,Ship,medium,M,0
4,5,3,1,5482,F,Ship,medium,M,1
5,2,5,3,1724,F,Road,low,F,1
5,4,5,5,1118,A,Road,low,F,0
4,5,3,8,4142,F,Ship,medium,F,1
3,5,2,6,5375,C,Ship,medium,F,0
3,4,2,32,1539,A,Ship,low,F,1
2,5,3,18,1759,B,Ship,low,M,1
4,2,3,2,1212,A,Ship,low,M,1
5,2,3,6,4656,F,Road,low,M,1
3,2,2,4,4376,F,Road,high,M,0
5,3,4,6,4184,B,Ship,low,F,0
5,3,5,3,1474,A,Ship,low,M,0
5,1,4,8,1511,F,Ship,low,M,1
3,5,3,54,3145,B,Ship,low,F,1
6,5,4,6,1005,A,Ship,low,M,0
4,5,2,7,4559,D,Ship,medium,M,0
3,2,8,3,5171,A,Ship,low,F,0
4,1,3,7,4788,A,Ship,low,M,0
4,2,2,1,5337,F,Ship,medium,F,0
3,2,3,8,5922,B,Flight,low,M,0
5,1,6,3,1665,B,Ship,low,F,1
3,4,2,6,4630,D,Ship,low,M,1
6,3,4,9,1106,F,Flight,low,F,1
6,2,4,10,1448,D,Ship,low,F,0
4,1,2,5,5714,F,Ship,medium,M,1
3,4,2,12,2888,C,Flight,medium,M,1
4,4,3,5,5514,F,Flight,low,M,0
7,2,5,1,1700,B,Ship,low,F,1
4,4,2,41,3955,B,Ship,medium,F,1
3,3,4,7,5370,F,Ship,medium,M,1
5,2,2,4,6000,B,Ship,medium,M,1
5,1,3,20,1387,F,Road,low,M,1
5,2,3,7,4524,A,Flight,low,F,1
4,4,4,39,1868,C,Ship,low,M,1
4,4,3,5,4724,F,Road,medium,F,1
4,4,3,2,5473,F,Ship,low,M,1
4,1,6,7,1292,F,Ship,medium,F,0
4,4,6,62,3532,D,Ship,low,M,1
3,2,4,10,2972,B,Ship,medium,F,1
4,2,3,44,1873,F,Road,medium,M,1
3,4,3,7,5113,D,Ship,medium,F,0
3,3,4,9,5107,B,Ship,low,F,1
5,2,3,8,3571,B,Ship,low,M,1
4,2,6,5,1622,F,Flight,low,M,0
4,1,3,23,3807,B,Ship,medium,M,1
6,5,2,5,4804,B,Flight,low,F,1
5,1,4,4,2718,C,Road,low,F,1
4,2,5,8,1562,F,Ship,medium,M,0
4,3,6,7,5115,F,Ship,medium,M,1
2,5,4,2,1439,C,Ship,medium,M,1
3,5,2,8,5146,F,Road,high,F,0
6,1,5,8,4882,F,Ship,medium,F,0
5,4,5,9,1549,D,Road,low,F,1
4,3,6,5,5209,D,Flight,medium,F,0
4,3,6,5,5626,F,Ship,medium,F,0
4,4,5,51,1691,A,Ship,medium,F,1
4,2,3,2,5707,C,Road,low,F,0
7,5,4,8,1686,F,Road,low,M,1
4,2,3,28,1040,F,Ship,low,F,1
4,2,8,10,5995,F,Ship,medium,M,0
3,3,5,9,1752,B,Ship,medium,F,0
6,1,3,1,4346,D,Ship,medium,F,1
3,4,5,5,2307,A,Ship,low,M,1
4,5,3,33,1837,B,Flight,low,M,1
3,5,3,8,5203,F,Ship,low,M,1
5,4,4,7,4597,C,Flight,low,F,0
6,2,4,9,1322,D,Road,medium,F,1
5,4,6,2,4541,B,Ship,medium,M,0
3,2,2,9,4228,B,Ship,medium,F,1
3,2,4,47,2208,B,Ship,low,F,1
4,4,4,5,4574,F,Ship,low,M,0
3,4,2,10,5844,F,Ship,low,F,1
4,2,2,16,2518,A,Ship,medium,F,1
3,1,4,50,2249,B,Flight,low,M,1
4,5,2,6,5439,B,Ship,medium,M,1
5,4,5,6,5659,C,Ship,low,M,1
4,2,2,8,5516,F,Ship,low,F,0
3,1,2,44,1806,A,Road,medium,F,1
3,3,8,10,4145,F,Ship,low,M,0
3,5,6,3,1341,F,Flight,medium,M,1
4,2,5,3,1086,F,Ship,low,F,1
4,4,2,7,5543,D,Flight,medium,F,1
3,4,3,5,5078,F,Ship,medium,F,0
5,4,2,48,3743,A,Road,medium,F,1
4,2,3,4,5566,F,Flight,medium,F,0
3,5,2,39,2857,F,Ship,low,F,1
6,3,4,5,1668,F,Ship,low,F,1
6,3,4,8,1434,D,Ship,low,F,0
5,2,2,58,2018,F,Road,high,M,1
3,4,3,10,4927,C,Ship,low,M,1
5,5,5,34,1008,C,Road,low,M,1
6,3,4,2,1694,D,Ship,low,F,0
6,3,5,1,1949,D,Flight,medium,F,1
3,5,3,10,5021,A,Ship,low,F,0
3,1,3,9,5530,F,Flight,medium,M,0
7,2,4,6,1118,C,Ship,low,F,1
4,3,3,9,5897,D,Ship,medium,F,0
3,4,10,12,1779,C,Ship,high,F,1
3,3,2,48,1758,A,Ship,medium,F,1
5,4,5,2,1723,F,Ship,low,M,1
4,5,2,9,5345,C,Ship,medium,F,1
6,1,3,37,2239,F,Ship,medium,M,1
6,3,4,1,1606,F,Ship,medium,F,0
6,2,4,57,1265,A,Ship,low,M,1
3,2,3,54,3142,F,Ship,high,F,1
6,1,3,8,4806,A,Ship,high,F,0
4,1,3,13,3015,B,Road,low,M,1
4,3,6,9,5903,B,Ship,medium,M,0
4,2,3,3,4001,C,Ship,medium,F,0
5,1,2,7,5165,F,Ship,high,F,0
4,2,3,6,5964,C,Ship,medium,M,0
5,1,4,56,3905,A,Ship,low,F,1
3,5,3,7,5672,B,Ship,low,M,1
6,3,5,10,1483,A,Flight,medium,M,0
6,5,4,6,1201,F,Ship,low,F,0
7,1,5,10,1238,A,Flight,medium,M,1
3,3,3,24,1111,D,Ship,medium,F,1
5,2,5,6,1326,C,Ship,medium,M,0
4,4,4,4,4832,C,Ship,medium,F,0
5,3,4,4,5116,D,Ship,medium,F,1
4,2,6,4,4094,F,Road,low,F,0
6,2,4,7,1837,A,Ship,low,F,1
3,5,2,4,5368,B,Flight,medium,F,1
5,5,5,3,1444,B,Ship,medium,M,1
5,1,3,10,5023,F,Ship,low,F,0
5,3,8,9,2741,C,Ship,low,F,1
2,2,6,63,3144,A,Flight,low,F,1
4,1,4,2,4071,D,Ship,medium,F,1
4,4,7,9,2182,D,Ship,low,M,1
2,2,4,56,1138,C,Ship,medium,M,1
3,5,10,1,4996,F,Ship,medium,F,0
3,5,2,6,4652,D,Ship,medium,M,0
4,5,3,41,3563,D,Road,medium,M,1
5,1,5,4,1097,A,Flight,low,F,0
2,5,3,11,1502,F,Ship,high,F,1
4,3,3,24,1304,A,Flight,low,F,1
5,3,3,7,4994,B,Flight,medium,F,0
3,2,3,2,4948,F,Flight,medium,F,0
5,1,3,10,4037,B,Road,medium,F,0
3,2,3,3,4940,B,Ship,medium,M,1
2,4,3,47,3792,A,Flight,medium,M,1
3,4,3,5,5088,A,Road,medium,M,1
6,1,4,6,1766,F,Ship,low,F,0
4,3,3,3,4249,D,Ship,medium,F,0
4,3,4,62,3997,C,Ship,low,M,1
4,5,2,2,5776,F,Ship,high,M,0
6,3,2,7,4732,B,Flight,high,M,0
3,1,2,2,1284,A,Road,low,M,1
6,5,5,2,4361,D,Ship,medium,F,1
6,4,5,7,3725,A,Ship,low,F,1
4,5,10,7,4521,C,Ship,medium,F,1
3,4,3,10,4667,F,Flight,medium,F,0
4,2,2,5,4343,A,Ship,high,F,0
3,5,3,5,4383,D,Ship,medium,F,0
3,3,3,1,5490,F,Ship,medium,M,1
3,1,3,3,5154,C,Ship,medium,M,0
4,3,3,10,5998,F,Ship,low,F,0
2,1,3,12,1358,A,Ship,medium,F,1
3,3,3,4,4339,C,Flight,high,F,1
4,3,3,1,5089,C,Ship,high,M,1
3,3,2,30,3622,B,Flight,medium,M,1
6,1,4,3,1977,A,Ship,low,F,0
4,5,3,57,3753,D,Ship,medium,M,1
4,2,4,32,3518,F,Flight,low,F,1
5,3,2,8,4749,D,Flight,low,M,0
6,5,4,13,3676,A,Ship,medium,F,1
5,5,4,31,2040,B,Ship,medium,M,1
4,4,2,3,4257,B,Ship,low,F,0
2,2,3,48,1691,B,Ship,low,M,1
7,5,4,6,1591,A,Ship,low,M,1
6,3,6,2,4471,D,Flight,medium,F,0
3,1,3,1,5695,B,Ship,medium,F,1
5,3,2,3,4460,D,Road,medium,M,1
6,3,6,8,5879,A,Ship,high,M,0
2,5,3,4,5775,A,Flight,low,M,0
2,5,2,3,4389,A,Ship,high,F,0
5,1,2,1,4643,A,Ship,medium,M,0
5,3,2,37,3531,B,Road,low,F,1
4,1,3,4,2724,B,Ship,low,M,1
4,3,2,8,4576,F,Ship,low,M,0
4,5,2,5,4776,F,Flight,medium,F,1
3,5,4,1,5812,C,Ship,low,F,0
3,3,7,25,2152,F,Flight,high,F,1
6,4,4,9,1791,B,Road,medium,F,0
3,3,4,4,4307,F,Ship,medium,F,1
2,5,2,24,3638,A,Flight,low,M,1
3,3,6,49,1078,F,Ship,medium,M,1
2,4,3,7,4142,B,Ship,low,F,0
3,5,2,8,5881,C,Ship,low,M,1
4,2,2,8,4219,F,Ship,medium,F,0
5,1,4,7,5519,B,Ship,medium,M,1
3,1,2,7,5292,B,Ship,low,M,1
7,1,4,10,1869,D,Ship,low,M,0
5,3,5,10,1112,F,Ship,low,F,0
4,3,2,7,4717,C,Road,low,F,1
4,1,3,1,4090,C,Ship,medium,F,0
4,1,2,1,5698,C,Ship,medium,F,1
5,5,5,9,1646,F,Ship,low,F,1
5,4,2,20,2553,F,Ship,high,F,1
3,3,6,17,2424,A,Flight,low,F,1
3,4,2,24,1442,F,Ship,low,F,1
6,2,3,1,4435,B,Flight,medium,M,1
3,1,2,34,1773,C,Ship,low,F,1
3,5,2,3,4883,D,Ship,high,M,0
5,1,4,10,4668,A,Road,medium,M,0
3,2,3,64,1920,C,Ship,medium,F,1
4,1,6,8,1419,D,Ship,low,M,1
2,1,5,51,1362,C,Ship,low,F,1
3,4,6,2,1837,F,Road,low,F,0
4,4,2,15,3425,C,Ship,low,F,1
4,5,3,1,4912,A,Ship,medium,F,1
6,4,4,3,1490,F,Ship,low,M,1
3,3,3,8,2334,B,Ship,medium,F,1
3,5,3,3,5409,A,Ship,low,M,0
3,1,3,6,5319,C,Ship,medium,F,0
4,2,3,19,2693,C,Ship,low,F,1
3,2,3,40,3766,B,Flight,medium,F,1
3,4,3,46,2844,D,Road,low,F,1
4,3,3,16,3444,F,Ship,medium,F,1
6,4,5,15,1181,A,Ship,medium,F,1
5,1,2,54,2158,F,Ship,medium,F,1
2,2,3,7,4889,F,Ship,low,F,0
4,1,2,10,5428,B,Ship,medium,M,1
5,2,5,8,1018,B,Ship,low,F,1
4,1,6,4,1349,D,Ship,low,M,1
4,3,2,31,2326,B,Road,medium,F,1
3,2,2,1,5292,D,Ship,medium,F,0
6,1,4,6,1524,D,Flight,medium,F,0
3,3,2,8,4241,C,Road,medium,M,0
3,1,2,63,1246,F,Ship,low,F,1
6,2,10,5,4510,C,Road,low,F,0
5,3,10,1,5865,A,Ship,medium,F,0
3,3,3,3,1693,D,Ship,low,M,1
5,3,3,3,4343,F,Ship,low,F,0
5,2,2,2,5077,F,Ship,medium,F,0
4,5,3,7,4956,C,Ship,medium,F,0
3,1,3,9,5952,A,Road,medium,F,1
4,5,4,28,3905,C,Flight,medium,F,1
3,1,2,34,3299,A,Flight,medium,F,1
5,1,2,23,2707,F,Flight,medium,F,1
4,5,2,4,5512,C,Ship,medium,M,0
2,2,3,13,1128,C,Road,low,M,1
3,5,3,9,4982,F,Ship,medium,F,0
3,1,4,47,1840,A,Ship,medium,M,1
5,1,2,8,4485,C,Ship,medium,M,1
4,4,2,12,2203,D,Ship,medium,F,1
3,2,2,45,1946,F,Road,medium,F,1
3,4,2,8,3725,D,Ship,high,M,1
5,2,3,4,5363,B,Ship,low,M,1
4,5,3,21,2688,D,Flight,medium,M,1
3,5,4,60,3048,F,Flight,medium,M,1
4,2,2,15,1724,C,Ship,medium,M,1
6,1,4,10,1600,C,Ship,low,M,0
3,5,10,6,5247,F,Ship,high,M,1
6,3,5,1,1847,D,Ship,medium,F,1
6,5,4,3,1102,F,Ship,low,M,1
4,5,5,6,1008,B,Road,medium,M,0
3,1,2,2,5210,F,Ship,low,M,1
5,2,5,5,1876,D,Road,medium,F,1
6,5,5,26,3897,F,Ship,medium,M,1
5,1,5,5,1837,B,Ship,low,M,1
5,5,6,54,2075,B,Flight,low,M,1
6,4,4,7,1584,F,Ship,low,M,0
4,1,6,2,5720,F,Ship,medium,M,1
4,2,2,10,4898,B,Ship,low,F,1
4,3,4,4,5940,F,Ship,medium,M,0
3,5,3,1,1982,B,Flight,high,F,1
7,3,5,4,1783,F,Ship,low,F,1
4,4,3,2,4004,A,Ship,medium,M,0
4,2,6,2,4348,B,Ship,medium,M,0
4,1,3,8,5872,C,Ship,medium,M,0
3,3,4,8,1883,F,Ship,medium,M,0
4,2,2,35,3583,F,Ship,high,M,1
3,1,5,8,4759,A,Flight,low,F,1
3,1,3,7,5474,D,Flight,medium,M,1
4,4,4,14,1194,D,Ship,low,F,1
4,1,3,1,4789,D,Flight,low,M,0
4,2,7,3,4538,A,Ship,medium,M,1
5,1,2,35,1204,F,Ship,low,M,1
5,5,4,1,5035,F,Ship,low,F,0
3,4,10,8,4440,C,Road,high,M,0
3,2,3,40,1723,A,Ship,high,M,1
6,2,2,9,1715,F,Ship,medium,F,1
2,3,3,57,2034,F,Ship,low,M,1
4,1,3,8,5198,C,Ship,low,F,0
3,3,3,55,3375,F,Ship,low,M,1
4,4,3,55,2782,D,Ship,medium,F,1
3,1,2,7,4221,A,Road,low,M,1
4,1,2,1,5741,F,Road,medium,M,1
4,4,3,13,1145,F,Ship,low,M,1
2,2,3,5,1268,B,Ship,low,M,1
5,3,4,5,1718,F,Road,low,M,1
3,1,10,30,1294,D,Ship,high,F,1
3,2,2,4,4160,F,Ship,medium,F,0
4,3,3,58,1453,A,Road,low,M,1
4,2,2,9,4221,B,Road,low,F,0
2,3,2,1,4547,F,Ship,low,F,0
5,2,3,10,5110,F,Ship,medium,F,0
5,4,3,1,4925,C,Ship,medium,F,0
3,2,3,4,5846,C,Ship,high,F,1
6,5,4,2,1243,A,Road,low,F,0
3,2,2,8,4242,F,Road,medium,M,1
3,3,3,2,5629,F,Ship,low,M,1
4,1,3,6,4313,F,Ship,medium,F,1
3,1,5,10,4231,D,Ship,medium,F,0
3,3,3,3,4970,B,Ship,low,M,0
4,5,3,7,4031,B,Road,medium,M,1
2,1,2,15,2745,D,Flight,low,M,1
6,1,4,4,1716,D,Road,medium,M,0
4,5,3,9,1685,F,Ship,low,F,1
5,2,3,8,4921,C,Ship,medium,F,0
3,3,3,46,1040,C,Ship,low,M,1
4,5,3,4,5928,F,Ship,medium,F,1
3,3,4,1,4662,C,Road,medium,F,0
5,2,4,7,4929,D,Ship,medium,F,0
2,1,6,2,5281,F,Ship,low,F,1
4,5,4,49,1470,D,Flight,low,F,1
2,2,4,10,5764,B,Ship,medium,M,0
3,5,4,6,1272,F,Road,low,M,1
5,4,2,1,5669,A,Ship,low,F,0
6,5,10,14,1204,F,Ship,medium,F,1
2,2,3,7,4284,F,Ship,high,F,1
4,4,5,8,4192,F,Ship,low,F,0
5,2,2,18,1918,F,Ship,medium,F,1
3,1,2,2,1104,A,Road,low,M,1
3,3,3,4,5062,A,Ship,medium,F,1
3,2,6,6,5414,B,Ship,low,M,0
6,4,4,3,1710,A,Road,low,M,0
5,3,3,7,5462,B,Ship,low,M,1
3,4,3,7,5036,C,Ship,low,F,1
5,2,2,2,5643,A,Flight,high,F,1
4,3,2,1,4366,A,Ship,medium,M,1
2,5,2,17,3896,F,Ship,low,M,1
4,2,5,3,4578,F,Flight,medium,M,0
4,2,3,8,4904,F,Ship,low,M,0
3,2,3,54,3608,F,Ship,high,F,1
5,5,3,8,5480,A,Ship,low,F,0
3,2,2,40,2592,F,Ship,low,F,1
2,5,3,37,1717,C,Road,low,M,1
3,1,3,31,3942,C,Ship,medium,F,1
3,3,3,5,5914,F,Ship,low,F,0
7,5,5,5,1932,D,Ship,low,M,1
4,1,4,5,5875,C,Ship,low,M,1
4,4,2,1,5793,F,Ship,medium,F,0
5,2,5,4,5284,D,Ship,low,F,0
3,1,3,5,4805,F,Road,medium,M,1
